数据编号,槽开口宽度Bs0（mm）,永磁体轴向长度/动子极距            a,气隙厚度gap（mm）,线圈径向宽度rcoil（mm）,永磁体径向长度rpm（mm）,平均推力（N）,推力波动（N）,平均铜损(W),平均铁损(W),,,,,,,平均铜损(mW),平均铁损(mW)
361,-1.845875961,-1.341640786,-1.341640786,-1.224744871,0.292770022,81.99063122,34.68734407,18.1897587,0.692547661,,,,,,,20691.05537,692.5476607
362,0.99393321,-1.341640786,-1.341640786,-1.224744871,0.292770022,77.2082027,45.10485814,18.1897587,0.639818754,,,,,,,20691.05537,639.8187543
363,-1.845875961,-1.341640786,-1.341640786,0,0.292770022,87.05784827,25.11650431,20.88550993,0.752365279,,,,,,,23452.95499,752.3652786
364,0.99393321,-1.341640786,-1.341640786,0,0.292770022,94.45369859,43.49922537,20.88550993,0.695435423,,,,,,,23452.95499,695.4354232
365,-1.845875961,-1.341640786,-1.341640786,1.224744871,0.292770022,97.28503454,44.36998441,23.66959277,0.934844686,,,,,,,17844.89606,934.844686
366,0.99393321,-1.341640786,-1.341640786,1.224744871,0.292770022,97.26165616,55.91143032,23.66959277,0.916797577,,,,,,,17844.89606,916.7975773
367,-1.845875961,-1.341640786,-0.447213595,-1.224744871,0.292770022,79.81860632,26.30866991,18.36213224,1.022596055,,,,,,,20496.548,1022.596055
368,0.99393321,-1.341640786,-0.447213595,-1.224744871,0.292770022,79.14706823,34.81042998,18.36213224,0.996100999,,,,,,,20496.548,996.1009993
369,-1.845875961,-1.341640786,-0.447213595,0,0.292770022,94.30059609,22.72982177,21.07991317,1.127985993,,,,,,,23236.24866,1127.985993
370,0.99393321,-1.341640786,-0.447213595,0,0.292770022,97.60060261,43.38522243,21.07991317,1.110861147,,,,,,,23236.24866,1110.861147
371,-1.845875961,-1.341640786,-0.447213595,1.224744871,0.292770022,99.18270082,24.44424367,23.8861639,0.829685458,,,,,,,18017.34701,829.6854584
372,0.99393321,-1.341640786,-0.447213595,1.224744871,0.292770022,89.76688198,45.28710467,23.8861639,0.795468392,,,,,,,18017.34701,795.4683918
373,-1.845875961,-1.341640786,0.447213595,-1.224744871,0.292770022,75.86890835,18.52080957,18.53446871,0.901317257,,,,,,,20691.05537,901.3172572
374,0.99393321,-1.341640786,0.447213595,-1.224744871,0.292770022,71.60869056,31.21527877,18.53446871,0.866515828,,,,,,,20691.05537,866.5158284
375,-1.845875961,-1.341640786,0.447213595,0,0.292770022,86.89495565,27.72841034,21.27426653,0.997184295,,,,,,,23452.95499,997.1842954
376,0.99393321,-1.341640786,0.447213595,0,0.292770022,91.21041676,43.34974813,21.27426653,0.95177479,,,,,,,23452.95499,951.7747904
377,-1.845875961,-1.341640786,0.447213595,1.224744871,0.292770022,95.76236122,21.6108486,24.1026702,0.760130898,,,,,,,18189.7587,760.1308978
378,0.99393321,-1.341640786,0.447213595,1.224744871,0.292770022,94.8518933,35.36714819,24.1026702,0.725383474,,,,,,,18189.7587,725.383474
379,-1.845875961,-1.341640786,1.341640786,-1.224744871,0.292770022,69.79193408,22.13881858,18.70676915,0.831731889,,,,,,,20885.50993,831.731889
380,0.99393321,-1.341640786,1.341640786,-1.224744871,0.292770022,70.1932855,29.6574402,18.70676915,0.780476981,,,,,,,20885.50993,780.4769806
381,-1.845875961,-1.341640786,1.341640786,0,0.292770022,88.09018143,31.81634216,21.46857138,0.898385938,,,,,,,23669.59277,898.3859379
382,0.99393321,-1.341640786,1.341640786,0,0.292770022,84.41525817,37.45784545,21.46857138,0.855124466,,,,,,,23669.59277,855.1244659
383,-1.845875961,-1.341640786,1.341640786,1.224744871,0.292770022,94.08693443,20.24698779,24.31911344,0.709074573,,,,,,,18362.13224,709.0745727
384,0.99393321,-1.341640786,1.341640786,1.224744871,0.292770022,91.30533382,30.81400082,24.31911344,0.664677522,,,,,,,18362.13224,664.6775218
385,-1.845875961,-1.341640786,-1.341640786,-1.224744871,0.878310066,85.4689588,28.9621104,18.53446871,0.775925496,,,,,,,21079.91317,775.9254961
386,0.99393321,-1.341640786,-1.341640786,-1.224744871,0.878310066,82.4196166,54.76090311,18.53446871,0.722248674,,,,,,,21079.91317,722.2486737
387,-1.845875961,-1.341640786,-1.341640786,0,0.878310066,86.40702295,42.47591947,21.27426653,0.839089786,,,,,,,23886.1639,839.0897864
388,0.99393321,-1.341640786,-1.341640786,0,0.878310066,87.26491198,71.0494744,21.27426653,0.7767281,,,,,,,23886.1639,776.7280999
389,-1.845875961,-1.341640786,-1.341640786,1.224744871,0.878310066,105.3032042,31.23161126,24.1026702,1.026730698,,,,,,,18189.7587,1026.730698
390,0.99393321,-1.341640786,-1.341640786,1.224744871,0.878310066,106.6208432,44.33672664,24.1026702,1.024058287,,,,,,,18189.7587,1024.058287
391,-1.845875961,-1.341640786,-0.447213595,-1.224744871,0.878310066,78.96581197,30.69982521,18.70676915,1.12826421,,,,,,,20885.50993,1128.26421
392,0.99393321,-1.341640786,-0.447213595,-1.224744871,0.878310066,85.25588048,47.48786976,18.70676915,1.104548033,,,,,,,20885.50993,1104.548033
393,-1.845875961,-1.341640786,-0.447213595,0,0.878310066,91.05757374,36.54029511,21.46857138,1.240873114,,,,,,,23669.59277,1240.873114
394,0.99393321,-1.341640786,-0.447213595,0,0.878310066,98.60288125,62.22971994,21.46857138,1.227713785,,,,,,,23669.59277,1227.713785
395,-1.845875961,-1.341640786,-0.447213595,1.224744871,0.878310066,109.3715586,28.44397462,24.31911344,0.918773867,,,,,,,18362.13224,918.7738674
396,0.99393321,-1.341640786,-0.447213595,1.224744871,0.878310066,109.3309273,34.70060702,24.31911344,0.892782364,,,,,,,18362.13224,892.7823644
397,-1.845875961,-1.341640786,0.447213595,-1.224744871,0.878310066,81.05310079,33.08369183,18.87903457,1.007053278,,,,,,,21079.91317,1007.053278
398,0.99393321,-1.341640786,0.447213595,-1.224744871,0.878310066,79.63953652,41.9500757,18.87903457,0.970360162,,,,,,,21079.91317,970.3601618
399,-1.845875961,-1.341640786,0.447213595,0,0.878310066,94.64468535,27.21553876,21.66282905,1.086055478,,,,,,,23886.1639,1086.055478
400,0.99393321,-1.341640786,0.447213595,0,0.878310066,95.49469149,32.49947193,21.66282905,1.049257988,,,,,,,23886.1639,1049.257988
401,-1.845875961,-1.341640786,0.447213595,1.224744871,0.878310066,105.6530231,25.85248432,24.53549533,0.848721631,,,,,,,18534.46871,848.7216311
402,0.99393321,-1.341640786,0.447213595,1.224744871,0.878310066,101.5383853,37.79371388,24.53549533,0.809533196,,,,,,,18534.46871,809.5331962
403,-1.845875961,-1.341640786,1.341640786,-1.224744871,0.878310066,95.00382448,17.72363599,19.05126592,0.925480125,,,,,,,21274.26653,925.480125
404,0.99393321,-1.341640786,1.341640786,-1.224744871,0.878310066,91.22928609,32.92417236,19.05126592,0.887488127,,,,,,,21274.26653,887.4881268
405,-1.845875961,-1.341640786,1.341640786,0,0.878310066,92.8515568,25.65873505,21.85704081,0.986490748,,,,,,,24102.6702,986.4907477
406,0.99393321,-1.341640786,1.341640786,0,0.878310066,96.52140514,37.77506519,21.85704081,0.94203222,,,,,,,24102.6702,942.0322198
407,-1.845875961,-1.341640786,1.341640786,1.224744871,0.878310066,105.0008291,21.24549951,24.75181749,0.790250821,,,,,,,18706.76915,790.2508211
408,0.99393321,-1.341640786,1.341640786,1.224744871,0.878310066,104.2736876,32.3312036,24.75181749,0.750268445,,,,,,,18706.76915,750.268445
409,-1.845875961,-1.341640786,-1.341640786,-1.224744871,1.463850109,88.83547133,37.82163359,18.87903457,0.856151555,,,,,,,21468.57138,856.1515546
410,0.99393321,-1.341640786,-1.341640786,-1.224744871,1.463850109,89.97733506,44.07436445,18.87903457,0.809799063,,,,,,,21468.57138,809.7990633
411,-1.845875961,-1.341640786,-1.341640786,0,1.463850109,108.265472,42.90614523,21.66282905,0.924713636,,,,,,,24319.11344,924.7136357
412,0.99393321,-1.341640786,-1.341640786,0,1.463850109,104.263721,44.88230808,21.66282905,0.867292714,,,,,,,24319.11344,867.2927143
413,-1.845875961,-1.341640786,-1.341640786,1.224744871,1.463850109,112.4447593,43.13934108,24.53549533,1.139594108,,,,,,,18534.46871,1139.594108
414,0.99393321,-1.341640786,-1.341640786,1.224744871,1.463850109,114.3075207,64.41732674,24.53549533,1.12787707,,,,,,,18534.46871,1127.87707
415,-1.845875961,-1.341640786,-0.447213595,-1.224744871,1.463850109,97.2088284,24.95597637,19.05126592,1.255102161,,,,,,,21274.26653,1255.102161
416,0.99393321,-1.341640786,-0.447213595,-1.224744871,1.463850109,93.94384956,42.28940985,19.05126592,1.234639801,,,,,,,21274.26653,1234.639801
417,-1.845875961,-1.341640786,-0.447213595,0,1.463850109,101.3459452,32.95458066,21.85704081,1.342680449,,,,,,,24102.6702,1342.680449
418,0.99393321,-1.341640786,-0.447213595,0,1.463850109,104.3218738,43.66360939,21.85704081,1.327129894,,,,,,,24102.6702,1327.129894
419,-1.845875961,-1.341640786,-0.447213595,1.224744871,1.463850109,113.822867,41.35591298,24.75181749,1.017499301,,,,,,,18706.76915,1017.499301
420,0.99393321,-1.341640786,-0.447213595,1.224744871,1.463850109,113.5297019,53.89615579,24.75181749,0.996690005,,,,,,,18706.76915,996.6900048
421,-1.845875961,-1.341640786,0.447213595,-1.224744871,1.463850109,89.32895943,30.74806834,19.22346413,1.120358336,,,,,,,21468.57138,1120.358336
422,0.99393321,-1.341640786,0.447213595,-1.224744871,1.463850109,93.86552818,31.59691706,19.22346413,1.084128147,,,,,,,21468.57138,1084.128147
423,-1.845875961,-1.341640786,0.447213595,0,1.463850109,100.9232346,28.42104133,22.0512079,1.194197627,,,,,,,24319.11344,1194.197627
424,0.99393321,-1.341640786,0.447213595,0,1.463850109,103.8277905,40.43177918,22.0512079,1.165033104,,,,,,,24319.11344,1165.033104
425,-1.845875961,-1.341640786,0.447213595,1.224744871,1.463850109,108.3772241,40.78675847,24.96808152,0.945533535,,,,,,,18879.03457,945.5335349
426,0.99393321,-1.341640786,0.447213595,1.224744871,1.463850109,106.3333364,41.05653909,24.96808152,0.905788087,,,,,,,18879.03457,905.7880872
427,-1.845875961,-1.341640786,1.341640786,-1.224744871,1.463850109,84.72752511,35.80554971,19.3956301,1.01401588,,,,,,,21662.82905,1014.01588
428,0.99393321,-1.341640786,1.341640786,-1.224744871,1.463850109,68.25376915,40.43222883,19.3956301,0.983746402,,,,,,,21662.82905,983.746402
429,-1.845875961,-1.341640786,1.341640786,0,1.463850109,93.78539297,21.3927521,22.2453315,1.094137893,,,,,,,24535.49533,1094.137893
430,0.99393321,-1.341640786,1.341640786,0,1.463850109,100.610812,31.49755124,22.2453315,1.049908759,,,,,,,24535.49533,1049.908759
431,-1.845875961,-1.341640786,1.341640786,1.224744871,1.463850109,112.3319625,25.42471386,25.18428894,0.890720616,,,,,,,19051.26592,890.720616
432,0.99393321,-1.341640786,1.341640786,1.224744871,1.463850109,106.6549395,41.81012417,25.18428894,0.848781686,,,,,,,19051.26592,848.7816864
433,-1.845875961,-0.447213595,-1.341640786,-1.224744871,-1.463850109,68.07661285,25.83304838,17.15467555,0.950527728,,,,,,,21857.04081,950.5277282
434,-1.845875961,-0.447213595,-1.341640786,0,-1.463850109,76.44121778,16.7465375,19.71795869,0.906092102,,,,,,,21857.04081,906.0921019
435,0.99393321,-0.447213595,-1.341640786,0,-1.463850109,74.05901044,49.74258688,19.71795869,1.019644216,,,,,,,24751.81749,1019.644216
436,-1.845875961,-0.447213595,-1.341640786,1.224744871,-1.463850109,85.84006705,31.95753913,22.368697,0.966289036,,,,,,,24751.81749,966.2890355
437,-1.845875961,-0.447213595,-0.447213595,-1.224744871,-1.463850109,65.36242673,19.60990015,17.32729571,1.252202156,,,,,,,18879.03457,1252.202156
438,0.99393321,-0.447213595,-0.447213595,-1.224744871,-1.463850109,67.77983337,35.49277848,17.32729571,1.240559092,,,,,,,18879.03457,1240.559092
439,-1.845875961,-0.447213595,-0.447213595,0,-1.463850109,77.24754296,24.96112026,19.91269334,1.352151479,,,,,,,21662.82905,1352.151479
440,0.99393321,-0.447213595,-0.447213595,0,-1.463850109,71.90958186,39.40434486,19.91269334,1.358910996,,,,,,,21662.82905,1358.910996
441,-1.845875961,-0.447213595,-0.447213595,1.224744871,-1.463850109,80.67661535,21.62101461,22.58569814,1.471829084,,,,,,,24535.49533,1471.829084
442,0.99393321,-0.447213595,-0.447213595,1.224744871,-1.463850109,80.21157023,44.66686319,22.58569814,1.473524108,,,,,,,24535.49533,1473.524108
443,-1.845875961,-0.447213595,0.447213595,-1.224744871,-1.463850109,64.73264751,14.4899901,17.49987165,1.136916068,,,,,,,19051.26592,1136.916068
444,0.99393321,-0.447213595,0.447213595,-1.224744871,-1.463850109,61.41946764,24.47166923,17.49987165,1.111617783,,,,,,,19051.26592,1111.617783
445,-1.845875961,-0.447213595,0.447213595,0,-1.463850109,77.28464876,22.93813558,20.10736863,1.225255146,,,,,,,21857.04081,1225.255146
446,0.99393321,-0.447213595,0.447213595,0,-1.463850109,71.70680341,28.55760802,20.10736863,1.204324904,,,,,,,21857.04081,1204.324904
447,-1.845875961,-0.447213595,0.447213595,1.224744871,-1.463850109,75.97616231,16.25893566,22.80262232,1.314897139,,,,,,,24751.81749,1314.897139
448,0.99393321,-0.447213595,0.447213595,1.224744871,-1.463850109,73.24562631,23.78301654,22.80262232,1.283612452,,,,,,,24751.81749,1283.612452
449,-1.845875961,-0.447213595,1.341640786,-1.224744871,-1.463850109,65.22972135,11.35570315,17.67240468,1.049278211,,,,,,,19223.46413,1049.278211
450,-1.845875961,-0.447213595,1.341640786,0,-1.463850109,70.240682,13.74664209,20.30198629,1.023478221,,,,,,,19223.46413,1023.478221
451,0.99393321,-0.447213595,1.341640786,0,-1.463850109,67.74908882,19.66039219,20.30198629,1.1274254,,,,,,,22051.2079,1127.4254
452,-1.845875961,-0.447213595,1.341640786,1.224744871,-1.463850109,70.79902937,13.35565459,23.01947179,1.091766541,,,,,,,22051.2079,1091.766541
453,-1.845875961,-0.447213595,-1.341640786,-1.224744871,-0.878310066,74.00685799,22.18091824,17.49987165,1.201700102,,,,,,,24968.08152,1201.700102
454,-1.845875961,-0.447213595,-1.341640786,0,-0.878310066,84.39424502,25.64846077,20.10736863,1.158502478,,,,,,,24968.08152,1158.502478
455,0.99393321,-0.447213595,-1.341640786,0,-0.878310066,86.20344874,48.91301497,20.10736863,0.980597161,,,,,,,19395.6301,980.5971606
456,-1.845875961,-0.447213595,-1.341640786,1.224744871,-0.878310066,90.56751812,21.87131549,22.80262232,0.956713979,,,,,,,19395.6301,956.7139789
457,-1.845875961,-0.447213595,-0.447213595,-1.224744871,-0.878310066,71.77559117,18.24565829,17.67240468,1.056908805,,,,,,,22245.3315,1056.908805
458,0.99393321,-0.447213595,-0.447213595,-1.224744871,-0.878310066,69.82618209,35.09377948,17.67240468,1.006914922,,,,,,,22245.3315,1006.914922
459,-1.845875961,-0.447213595,-0.447213595,0,-0.878310066,85.7959514,24.02929157,20.30198629,1.121502183,,,,,,,25184.28894,1121.502183
460,0.99393321,-0.447213595,-0.447213595,0,-0.878310066,82.23179042,35.86354027,20.30198629,1.077147401,,,,,,,25184.28894,1077.147401
461,-1.845875961,-0.447213595,-0.447213595,1.224744871,-0.878310066,90.94400257,27.23071502,23.01947179,0.727339706,,,,,,,17154.67555,727.3397056
462,0.99393321,-0.447213595,-0.447213595,1.224744871,-0.878310066,82.33363957,37.04300146,23.01947179,0.718416642,,,,,,,17154.67555,718.4166415
463,-1.845875961,-0.447213595,0.447213595,-1.224744871,-0.878310066,69.89843261,13.4568699,17.84489606,0.798983257,,,,,,,19717.95869,798.9832571
464,0.99393321,-0.447213595,0.447213595,-1.224744871,-0.878310066,71.24011782,27.37135074,17.84489606,0.781916747,,,,,,,19717.95869,781.9167473
465,-1.845875961,-0.447213595,0.447213595,0,-0.878310066,80.56577955,23.03587475,20.496548,0.890531497,,,,,,,22368.697,890.5314973
466,0.99393321,-0.447213595,0.447213595,0,-0.878310066,80.84050039,31.6469867,20.496548,0.868920893,,,,,,,22368.697,868.9208927
467,-1.845875961,-0.447213595,0.447213595,1.224744871,-0.878310066,88.5532493,41.01771415,23.23624866,0.656767475,,,,,,,17327.29571,656.7674745
468,0.99393321,-0.447213595,0.447213595,1.224744871,-0.878310066,81.37205463,34.62829202,23.23624866,0.628454432,,,,,,,17327.29571,628.4544319
469,-1.845875961,-0.447213595,1.341640786,-1.224744871,-0.878310066,72.79373783,13.25736909,18.01734701,0.705377337,,,,,,,19912.69334,705.3773368
470,-1.845875961,-0.447213595,1.341640786,0,-0.878310066,78.16340054,17.10308265,20.69105537,0.678039979,,,,,,,19912.69334,678.0399789
471,0.99393321,-0.447213595,1.341640786,0,-0.878310066,79.73032458,27.92762431,20.69105537,0.781469868,,,,,,,22585.69814,781.4698681
472,-1.845875961,-0.447213595,1.341640786,1.224744871,-0.878310066,80.25373894,27.84732017,23.45295499,0.746213374,,,,,,,22585.69814,746.2133739
473,-1.845875961,-0.447213595,-1.341640786,-1.224744871,-0.292770022,84.60785853,21.78315011,17.84489606,0.600589857,,,,,,,17499.87165,600.5898571
474,-1.845875961,-0.447213595,-1.341640786,0,-0.292770022,97.37406564,32.71949829,20.496548,0.565535232,,,,,,,17499.87165,565.535232
475,0.99393321,-0.447213595,-1.341640786,0,-0.292770022,93.54559266,55.03074243,20.496548,0.647822921,,,,,,,20107.36863,647.8229208
476,-1.845875961,-0.447213595,-1.341640786,1.224744871,-0.292770022,106.4564679,54.68285144,23.23624866,0.606913561,,,,,,,20107.36863,606.9135608
477,-1.845875961,-0.447213595,-0.447213595,-1.224744871,-0.292770022,77.39514975,19.83219218,18.01734701,0.710947151,,,,,,,22802.62232,710.9471513
478,0.99393321,-0.447213595,-0.447213595,-1.224744871,-0.292770022,79.36124349,32.27102218,18.01734701,0.666725172,,,,,,,22802.62232,666.7251721
479,-1.845875961,-0.447213595,-0.447213595,0,-0.292770022,88.0609682,16.80689531,20.69105537,0.559652167,,,,,,,17672.40468,559.6521669
480,0.99393321,-0.447213595,-0.447213595,0,-0.292770022,89.43359924,36.23908239,20.69105537,0.518331591,,,,,,,17672.40468,518.3315913
481,-1.845875961,-0.447213595,-0.447213595,1.224744871,-0.292770022,97.29389039,34.96120666,23.45295499,0.611172732,,,,,,,20301.98629,611.1727317
482,0.99393321,-0.447213595,-0.447213595,1.224744871,-0.292770022,95.09621997,44.12308689,23.45295499,0.560266984,,,,,,,20301.98629,560.266984
483,-1.845875961,-0.447213595,0.447213595,-1.224744871,-0.292770022,79.88250515,24.09150659,18.1897587,0.660454096,,,,,,,23019.47179,660.4540959
484,0.99393321,-0.447213595,0.447213595,-1.224744871,-0.292770022,81.28854978,35.71274308,18.1897587,0.603996106,,,,,,,23019.47179,603.9961058
485,-1.845875961,-0.447213595,0.447213595,0,-0.292770022,86.51933737,17.4361163,20.88550993,0.81398723,,,,,,,17499.87165,813.9872297
486,0.99393321,-0.447213595,0.447213595,0,-0.292770022,80.38044788,29.39013811,20.88550993,0.811125998,,,,,,,17499.87165,811.1259977
487,-1.845875961,-0.447213595,0.447213595,1.224744871,-0.292770022,90.56833569,30.99548532,23.66959277,0.893977071,,,,,,,20107.36863,893.9770713
488,0.99393321,-0.447213595,0.447213595,1.224744871,-0.292770022,93.63400153,36.96939531,23.66959277,0.874804602,,,,,,,20107.36863,874.8046015
489,-1.845875961,-0.447213595,1.341640786,-1.224744871,-0.292770022,84.50364833,34.26362764,18.36213224,0.978066693,,,,,,,22802.62232,978.0666934
490,-1.845875961,-0.447213595,1.341640786,0,-0.292770022,92.40603551,33.95469808,21.07991317,0.954898847,,,,,,,22802.62232,954.8988469
491,0.99393321,-0.447213595,1.341640786,0,-0.292770022,88.13863726,27.19723536,21.07991317,0.730013226,,,,,,,17672.40468,730.0132264
492,-1.845875961,-0.447213595,1.341640786,1.224744871,-0.292770022,86.29657614,17.00589074,23.8861639,0.713469518,,,,,,,17672.40468,713.4695175
493,-1.845875961,-0.447213595,-1.341640786,-1.224744871,0.292770022,87.43876053,25.9020733,18.1897587,0.794297714,,,,,,,20301.98629,794.2977139
494,-1.845875961,-0.447213595,-1.341640786,0,0.292770022,98.31110798,21.36074313,20.88550993,0.769703241,,,,,,,20301.98629,769.7032406
495,0.99393321,-0.447213595,-1.341640786,0,0.292770022,96.74027202,51.27946844,20.88550993,0.857085197,,,,,,,23019.47179,857.0851967
496,-1.845875961,-0.447213595,-1.341640786,1.224744871,0.292770022,115.3753346,38.3406359,23.66959277,0.829687492,,,,,,,23019.47179,829.6874915
497,-1.845875961,-0.447213595,-0.447213595,-1.224744871,0.292770022,88.50209349,19.10886636,18.36213224,0.677425639,,,,,,,17844.89606,677.4256388
498,0.99393321,-0.447213595,-0.447213595,-1.224744871,0.292770022,86.15500648,33.98243762,18.36213224,0.643113727,,,,,,,17844.89606,643.1137271
499,-1.845875961,-0.447213595,-0.447213595,0,0.292770022,100.4569203,22.88844563,21.07991317,0.727887567,,,,,,,20496.548,727.8875667
500,0.99393321,-0.447213595,-0.447213595,0,0.292770022,98.68531838,31.56693378,21.07991317,0.695337659,,,,,,,20496.548,695.3376591
501,-1.845875961,-0.447213595,-0.447213595,1.224744871,0.292770022,104.8635762,23.7854346,23.8861639,0.791257279,,,,,,,23236.24866,791.2572791
502,0.99393321,-0.447213595,-0.447213595,1.224744871,0.292770022,106.5781243,47.0629135,23.8861639,0.74770657,,,,,,,23236.24866,747.7065695
503,-1.845875961,-0.447213595,0.447213595,-1.224744871,0.292770022,79.71376684,25.91030756,18.53446871,0.635079547,,,,,,,18017.34701,635.0795466
504,0.99393321,-0.447213595,0.447213595,-1.224744871,0.292770022,82.5777864,25.38797031,18.53446871,0.596608057,,,,,,,18017.34701,596.6080572
505,-1.845875961,-0.447213595,0.447213595,0,0.292770022,99.3402923,29.69244935,21.27426653,0.68662528,,,,,,,20691.05537,686.6252802
506,0.99393321,-0.447213595,0.447213595,0,0.292770022,90.22033203,32.00071473,21.27426653,0.639491781,,,,,,,20691.05537,639.491781
507,-1.845875961,-0.447213595,0.447213595,1.224744871,0.292770022,97.13265206,25.32549715,24.1026702,0.731227629,,,,,,,23452.95499,731.227629
508,0.99393321,-0.447213595,0.447213595,1.224744871,0.292770022,97.95483744,29.05842423,24.1026702,0.685234762,,,,,,,23452.95499,685.2347623
509,-1.845875961,-0.447213595,1.341640786,-1.224744871,0.292770022,87.3600228,18.47769229,18.70676915,0.907258845,,,,,,,17844.89606,907.2588448
510,-1.845875961,-0.447213595,1.341640786,0,0.292770022,104.5556892,40.01707997,21.46857138,0.900161558,,,,,,,17844.89606,900.1615578
511,0.99393321,-0.447213595,1.341640786,0,0.292770022,100.7292068,36.22332765,21.46857138,0.976596526,,,,,,,20496.548,976.5965259
512,-1.845875961,-0.447213595,1.341640786,1.224744871,0.292770022,97.95724184,21.93767065,24.31911344,0.972021435,,,,,,,20496.548,972.0214347
513,-1.845875961,-0.447213595,-1.341640786,-1.224744871,0.878310066,86.53162882,26.25681881,18.53446871,1.058901835,,,,,,,23236.24866,1058.901835
514,-1.845875961,-0.447213595,-1.341640786,0,0.878310066,98.30250826,29.45794047,21.27426653,1.056738917,,,,,,,23236.24866,1056.738917
515,0.99393321,-0.447213595,-1.341640786,0,0.878310066,103.0328176,57.61196265,21.27426653,0.82858649,,,,,,,18017.34701,828.58649
516,-1.845875961,-0.447213595,-1.341640786,1.224744871,0.878310066,115.1141613,47.0682716,24.1026702,0.807576923,,,,,,,18017.34701,807.5769226
517,-1.845875961,-0.447213595,-0.447213595,-1.224744871,0.878310066,95.05090299,25.45658066,18.70676915,0.891163399,,,,,,,20691.05537,891.1633993
518,0.99393321,-0.447213595,-0.447213595,-1.224744871,0.878310066,93.03113057,40.57645696,18.70676915,0.863783103,,,,,,,20691.05537,863.7831032
519,-1.845875961,-0.447213595,-0.447213595,0,0.878310066,104.754174,32.97871717,21.46857138,0.952530774,,,,,,,23452.95499,952.5307743
520,0.99393321,-0.447213595,-0.447213595,0,0.878310066,107.6074943,45.80728482,21.46857138,0.932057803,,,,,,,23452.95499,932.0578033
521,-1.845875961,-0.447213595,-0.447213595,1.224744871,0.878310066,108.2051676,46.11313924,24.31911344,0.769153857,,,,,,,18189.7587,769.1538568
522,0.99393321,-0.447213595,-0.447213595,1.224744871,0.878310066,109.8693411,49.09974717,24.31911344,0.737287556,,,,,,,18189.7587,737.2875562
523,-1.845875961,-0.447213595,0.447213595,-1.224744871,0.878310066,89.13163037,17.00300724,18.87903457,0.819050055,,,,,,,20885.50993,819.0500549
524,0.99393321,-0.447213595,0.447213595,-1.224744871,0.878310066,86.09417532,33.94076846,18.87903457,0.784677762,,,,,,,20885.50993,784.6777624
525,-1.845875961,-0.447213595,0.447213595,0,0.878310066,97.71337767,22.38380142,21.66282905,0.881147337,,,,,,,23669.59277,881.1473367
526,0.99393321,-0.447213595,0.447213595,0,0.878310066,96.79415334,32.7669555,21.66282905,0.843071162,,,,,,,23669.59277,843.071162
527,-1.845875961,-0.447213595,0.447213595,1.224744871,0.878310066,106.3026963,25.49933217,24.53549533,0.725803441,,,,,,,18362.13224,725.8034405
528,0.99393321,-0.447213595,0.447213595,1.224744871,0.878310066,105.2075137,33.57164942,24.53549533,0.685688699,,,,,,,18362.13224,685.6886989
529,-1.845875961,-0.447213595,1.341640786,-1.224744871,0.878310066,87.72682513,15.53962174,19.05126592,0.773283534,,,,,,,21079.91317,773.2835343
530,-1.845875961,-0.447213595,1.341640786,0,0.878310066,94.2162256,34.13902546,21.85704081,0.730454897,,,,,,,21079.91317,730.4548974
531,0.99393321,-0.447213595,1.341640786,0,0.878310066,91.01257868,22.66185678,21.85704081,0.824493758,,,,,,,23886.1639,824.4937583
532,-1.845875961,-0.447213595,1.341640786,1.224744871,0.878310066,106.0077888,32.3562848,24.75181749,0.774073461,,,,,,,23886.1639,774.0734613
533,-1.845875961,-0.447213595,-1.341640786,-1.224744871,1.463850109,93.19146703,40.82815901,18.87903457,1.028793649,,,,,,,18189.7587,1028.793649
534,-1.845875961,-0.447213595,-1.341640786,0,1.463850109,109.6098043,43.63795533,21.66282905,1.016748669,,,,,,,18189.7587,1016.748669
535,0.99393321,-0.447213595,-1.341640786,0,1.463850109,109.6434032,58.98273767,21.66282905,1.100914245,,,,,,,20885.50993,1100.914245
536,-1.845875961,-0.447213595,-1.341640786,1.224744871,1.463850109,133.8879475,31.87630437,24.53549533,1.088679746,,,,,,,20885.50993,1088.679746
537,-1.845875961,-0.447213595,-0.447213595,-1.224744871,1.463850109,94.08767869,29.45357428,19.05126592,1.181760084,,,,,,,23669.59277,1181.760084
538,0.99393321,-0.447213595,-0.447213595,-1.224744871,1.463850109,92.76431614,35.80045697,19.05126592,1.171671896,,,,,,,23669.59277,1171.671896
539,-1.845875961,-0.447213595,-0.447213595,0,1.463850109,107.7080999,33.87869563,21.85704081,0.943630838,,,,,,,18362.13224,943.6308382
540,0.99393321,-0.447213595,-0.447213595,0,1.463850109,112.9779079,40.23358407,21.85704081,0.919378257,,,,,,,18362.13224,919.3782571
541,-1.845875961,-0.447213595,-0.447213595,1.224744871,1.463850109,125.6622461,49.64509797,24.75181749,0.997855569,,,,,,,21079.91317,997.8555688
542,0.99393321,-0.447213595,-0.447213595,1.224744871,1.463850109,128.9344853,62.68467611,24.75181749,0.977805963,,,,,,,21079.91317,977.8059626
543,-1.845875961,-0.447213595,0.447213595,-1.224744871,1.463850109,94.82233503,20.08296722,19.22346413,1.075052399,,,,,,,23886.1639,1075.052399
544,0.99393321,-0.447213595,0.447213595,-1.224744871,1.463850109,96.76131297,31.92956303,19.22346413,1.041164394,,,,,,,23886.1639,1041.164394
