Data number,Slot opening width Bs0 (mm),Axial length of permanent magnet/moving pole distance a,Air gap thickness gap (mm),Coil radial width rcoil (mm),Permanent magnet radial length rpm (mm),Average thrust (N),Thrust fluctuation (N),Average copper loss (W)
531,-1.845875961,0.447213595,-1.341640786,0,0.878310066,106.6201629,55.75377571,21.27426653
532,0.99393321,0.447213595,-1.341640786,0,0.878310066,105.2227072,74.42129721,21.27426653
533,-1.845875961,0.447213595,-1.341640786,1.224744871,0.878310066,118.1558685,68.49272379,24.1026702
534,0.99393321,0.447213595,-1.341640786,1.224744871,0.878310066,114.112875,84.93184708,24.1026702
535,-1.845875961,0.447213595,-0.447213595,-1.224744871,0.878310066,89.75541251,34.03754615,18.70676915
536,0.99393321,0.447213595,-0.447213595,-1.224744871,0.878310066,84.70644375,37.88291162,18.70676915
537,-1.845875961,0.447213595,-0.447213595,0,0.878310066,108.4121919,68.9955101,21.46857138
538,0.99393321,0.447213595,-0.447213595,0,0.878310066,109.7682678,69.67466863,21.46857138
539,-1.845875961,0.447213595,-0.447213595,1.224744871,0.878310066,118.9291116,66.1754203,24.31911344
540,0.99393321,0.447213595,-0.447213595,1.224744871,0.878310066,123.137973,79.11035359,24.31911344
541,-1.845875961,0.447213595,0.447213595,-1.224744871,0.878310066,86.96075153,34.32803696,18.87903457
542,0.99393321,0.447213595,0.447213595,-1.224744871,0.878310066,83.0002435,38.58937845,18.87903457
543,-1.845875961,0.447213595,0.447213595,0,0.878310066,102.5055892,48.69556541,21.66282905
544,0.99393321,0.447213595,0.447213595,0,0.878310066,105.6381387,56.33898747,21.66282905
545,-1.845875961,0.447213595,0.447213595,1.224744871,0.878310066,109.5056034,52.75030193,24.53549533
546,0.99393321,0.447213595,0.447213595,1.224744871,0.878310066,114.7423131,51.60142125,24.53549533
547,-1.845875961,0.447213595,1.341640786,-1.224744871,0.878310066,87.54403453,24.48885928,19.05126592
548,0.99393321,0.447213595,1.341640786,-1.224744871,0.878310066,91.97562549,29.80740282,19.05126592
549,-1.845875961,0.447213595,1.341640786,0,0.878310066,97.77232161,46.24123475,21.85704081
550,0.99393321,0.447213595,1.341640786,0,0.878310066,100.3723989,50.29780656,21.85704081
551,-1.845875961,0.447213595,1.341640786,1.224744871,0.878310066,109.3049539,43.75853306,24.75181749
552,0.99393321,0.447213595,1.341640786,1.224744871,0.878310066,103.9280197,44.33373761,24.75181749
553,-1.845875961,0.447213595,-1.341640786,-1.224744871,1.463850109,92.92172058,63.75542016,18.87903457
554,0.99393321,0.447213595,-1.341640786,-1.224744871,1.463850109,85.867137,73.82792836,18.87903457
555,-1.845875961,0.447213595,-1.341640786,0,1.463850109,122.4020411,73.59367748,21.66282905
556,0.99393321,0.447213595,-1.341640786,0,1.463850109,119.9771116,77.63783345,21.66282905
557,-1.845875961,0.447213595,-1.341640786,1.224744871,1.463850109,128.3504879,77.43167047,24.53549533
558,0.99393321,0.447213595,-1.341640786,1.224744871,1.463850109,122.6340084,81.96889578,24.53549533
559,-1.845875961,0.447213595,-0.447213595,-1.224744871,1.463850109,95.21589186,42.66891893,19.05126592
560,0.99393321,0.447213595,-0.447213595,-1.224744871,1.463850109,105.7069108,59.64431649,19.05126592
561,-1.845875961,0.447213595,-0.447213595,0,1.463850109,121.350158,67.23532157,21.85704081
562,0.99393321,0.447213595,-0.447213595,0,1.463850109,120.1008174,77.61844453,21.85704081
563,-1.845875961,0.447213595,-0.447213595,1.224744871,1.463850109,128.2431293,67.19926299,24.75181749
564,0.99393321,0.447213595,-0.447213595,1.224744871,1.463850109,130.1381811,80.48127149,24.75181749
565,-1.845875961,0.447213595,0.447213595,-1.224744871,1.463850109,97.59625413,42.45498902,19.22346413
566,0.99393321,0.447213595,0.447213595,-1.224744871,1.463850109,101.4125383,43.15143307,19.22346413
567,-1.845875961,0.447213595,0.447213595,0,1.463850109,108.3218481,49.29358351,22.0512079
568,0.99393321,0.447213595,0.447213595,0,1.463850109,111.4814302,60.48612216,22.0512079
569,-1.845875961,0.447213595,0.447213595,1.224744871,1.463850109,121.8035349,53.14276957,24.96808152
570,0.99393321,0.447213595,0.447213595,1.224744871,1.463850109,123.0214312,54.41366783,24.96808152
571,-1.845875961,0.447213595,1.341640786,-1.224744871,1.463850109,94.93244078,43.38126447,19.3956301
572,0.99393321,0.447213595,1.341640786,-1.224744871,1.463850109,97.60655842,53.1029875,19.3956301
573,-1.845875961,0.447213595,1.341640786,0,1.463850109,104.6807915,44.04834713,22.2453315
574,0.99393321,0.447213595,1.341640786,0,1.463850109,114.445286,50.60105009,22.2453315
575,-1.845875961,0.447213595,1.341640786,1.224744871,1.463850109,114.9452801,41.69323305,25.18428894
576,0.99393321,0.447213595,1.341640786,1.224744871,1.463850109,111.5540238,48.11285121,25.18428894
577,-1.845875961,1.341640786,-1.341640786,-1.224744871,-1.463850109,72.63184318,47.0962796,17.15467555
578,0.99393321,1.341640786,-1.341640786,-1.224744871,-1.463850109,67.49713961,34.16104437,17.15467555
579,-1.845875961,1.341640786,-1.341640786,0,-1.463850109,76.19842529,64.77379274,19.71795869
580,0.99393321,1.341640786,-1.341640786,0,-1.463850109,75.27886397,46.4412204,19.71795869
581,-1.845875961,1.341640786,-1.341640786,1.224744871,-1.463850109,96.17044175,67.11544381,22.368697
582,0.99393321,1.341640786,-1.341640786,1.224744871,-1.463850109,87.73687387,49.33062813,22.368697
583,-1.845875961,1.341640786,-0.447213595,-1.224744871,-1.463850109,72.38930991,43.31516237,17.32729571
584,0.99393321,1.341640786,-0.447213595,-1.224744871,-1.463850109,68.51504483,29.17969202,17.32729571
585,-1.845875961,1.341640786,-0.447213595,0,-1.463850109,74.78180088,49.16182433,19.91269334
586,0.99393321,1.341640786,-0.447213595,0,-1.463850109,75.28899331,32.42520441,19.91269334
587,-1.845875961,1.341640786,-0.447213595,1.224744871,-1.463850109,88.87962834,56.95482828,22.58569814
588,0.99393321,1.341640786,-0.447213595,1.224744871,-1.463850109,82.96002922,39.68546613,22.58569814
589,-1.845875961,1.341640786,0.447213595,-1.224744871,-1.463850109,70.95739868,35.89915784,17.49987165
590,0.99393321,1.341640786,0.447213595,-1.224744871,-1.463850109,67.82643597,21.98862327,17.49987165
591,-1.845875961,1.341640786,0.447213595,0,-1.463850109,71.15446991,35.6183663,20.10736863
592,0.99393321,1.341640786,0.447213595,0,-1.463850109,74.39895887,28.88699747,20.10736863
593,-1.845875961,1.341640786,0.447213595,1.224744871,-1.463850109,85.69975769,43.81049893,22.80262232
594,0.99393321,1.341640786,0.447213595,1.224744871,-1.463850109,80.95027954,33.73048025,22.80262232
595,-1.845875961,1.341640786,1.341640786,-1.224744871,-1.463850109,66.47104254,29.22628744,17.67240468
596,0.99393321,1.341640786,1.341640786,-1.224744871,-1.463850109,63.74889544,21.2231063,17.67240468
597,-1.845875961,1.341640786,1.341640786,0,-1.463850109,73.27928641,37.43444169,20.30198629
598,0.99393321,1.341640786,1.341640786,0,-1.463850109,68.96047823,20.48888451,20.30198629
599,-1.845875961,1.341640786,1.341640786,1.224744871,-1.463850109,79.05023949,42.07018273,23.01947179
600,0.99393321,1.341640786,1.341640786,1.224744871,-1.463850109,78.22810783,29.13325801,23.01947179
601,-1.845875961,1.341640786,-1.341640786,-1.224744871,-0.878310066,84.26313374,60.76085617,17.49987165
602,0.99393321,1.341640786,-1.341640786,-1.224744871,-0.878310066,76.98972162,45.26573411,17.49987165
603,-1.845875961,1.341640786,-1.341640786,0,-0.878310066,83.41165862,68.23336891,20.10736863
604,0.99393321,1.341640786,-1.341640786,0,-0.878310066,80.46894791,50.15512049,20.10736863
605,-1.845875961,1.341640786,-1.341640786,1.224744871,-0.878310066,103.5987397,73.45365004,22.80262232
606,0.99393321,1.341640786,-1.341640786,1.224744871,-0.878310066,98.05679764,50.43902069,22.80262232
607,-1.845875961,1.341640786,-0.447213595,-1.224744871,-0.878310066,76.2898314,52.97160672,17.67240468
608,0.99393321,1.341640786,-0.447213595,-1.224744871,-0.878310066,75.03550171,35.472043,17.67240468
609,-1.845875961,1.341640786,-0.447213595,0,-0.878310066,84.90390085,57.10218816,20.30198629
610,0.99393321,1.341640786,-0.447213595,0,-0.878310066,81.09844305,37.46977207,20.30198629
611,-1.845875961,1.341640786,-0.447213595,1.224744871,-0.878310066,89.59767161,53.51985604,23.01947179
612,0.99393321,1.341640786,-0.447213595,1.224744871,-0.878310066,83.33524831,41.02889826,23.01947179
613,-1.845875961,1.341640786,0.447213595,-1.224744871,-0.878310066,73.17263277,39.37061371,17.84489606
614,0.99393321,1.341640786,0.447213595,-1.224744871,-0.878310066,73.02351134,29.86229393,17.84489606
615,-1.845875961,1.341640786,0.447213595,0,-0.878310066,76.34719461,38.53504727,20.496548
616,0.99393321,1.341640786,0.447213595,0,-0.878310066,83.86981393,34.05710121,20.496548
617,-1.845875961,1.341640786,0.447213595,1.224744871,-0.878310066,85.38434815,42.31528743,23.23624866
618,0.99393321,1.341640786,0.447213595,1.224744871,-0.878310066,82.44635299,35.43591592,23.23624866
619,-1.845875961,1.341640786,1.341640786,-1.224744871,-0.878310066,74.48719744,33.85037116,18.01734701
620,0.99393321,1.341640786,1.341640786,-1.224744871,-0.878310066,73.09905235,25.35128427,18.01734701
621,-1.845875961,1.341640786,1.341640786,0,-0.878310066,79.73979901,44.14504945,20.69105537
622,0.99393321,1.341640786,1.341640786,0,-0.878310066,81.16041488,32.60109494,20.69105537
623,-1.845875961,1.341640786,1.341640786,1.224744871,-0.878310066,85.38456664,49.45017606,23.45295499
624,0.99393321,1.341640786,1.341640786,1.224744871,-0.878310066,85.16550332,38.50882047,23.45295499
625,-1.845875961,1.341640786,-1.341640786,-1.224744871,-0.292770022,83.12737513,62.83034759,17.84489606
626,0.99393321,1.341640786,-1.341640786,-1.224744871,-0.292770022,86.59019789,57.62558195,17.84489606
627,-1.845875961,1.341640786,-1.341640786,0,-0.292770022,90.64203289,76.13113443,20.496548
628,0.99393321,1.341640786,-1.341640786,0,-0.292770022,87.11603149,57.71953532,20.496548
629,-1.845875961,1.341640786,-1.341640786,1.224744871,-0.292770022,106.1876504,71.71791687,23.23624866
630,0.99393321,1.341640786,-1.341640786,1.224744871,-0.292770022,95.25486065,61.34160631,23.23624866
631,-1.845875961,1.341640786,-0.447213595,-1.224744871,-0.292770022,88.18643068,57.34429897,18.01734701
632,0.99393321,1.341640786,-0.447213595,-1.224744871,-0.292770022,83.40636684,39.36215152,18.01734701
633,-1.845875961,1.341640786,-0.447213595,0,-0.292770022,94.10613973,73.38778819,20.69105537
634,0.99393321,1.341640786,-0.447213595,0,-0.292770022,90.44077185,50.76848118,20.69105537
635,-1.845875961,1.341640786,-0.447213595,1.224744871,-0.292770022,99.76615512,67.35173485,23.45295499
636,0.99393321,1.341640786,-0.447213595,1.224744871,-0.292770022,96.41168038,60.92516049,23.45295499
637,-1.845875961,1.341640786,0.447213595,-1.224744871,-0.292770022,83.65933787,54.77021899,18.1897587
638,0.99393321,1.341640786,0.447213595,-1.224744871,-0.292770022,81.36523943,40.17655632,18.1897587
639,-1.845875961,1.341640786,0.447213595,0,-0.292770022,97.908577,60.1896129,20.88550993
640,0.99393321,1.341640786,0.447213595,0,-0.292770022,91.57952539,43.85742831,20.88550993
641,-1.845875961,1.341640786,0.447213595,1.224744871,-0.292770022,100.0201055,54.44867869,23.66959277
642,0.99393321,1.341640786,0.447213595,1.224744871,-0.292770022,94.44766467,46.34573838,23.66959277
643,-1.845875961,1.341640786,1.341640786,-1.224744871,-0.292770022,80.49313615,40.45806396,18.36213224
644,0.99393321,1.341640786,1.341640786,-1.224744871,-0.292770022,75.36218512,35.06702668,18.36213224
645,-1.845875961,1.341640786,1.341640786,0,-0.292770022,99.5380369,59.97433452,21.07991317
646,0.99393321,1.341640786,1.341640786,0,-0.292770022,93.83545067,39.31364975,21.07991317
647,-1.845875961,1.341640786,1.341640786,1.224744871,-0.292770022,97.70025981,42.92158985,23.8861639
648,0.99393321,1.341640786,1.341640786,1.224744871,-0.292770022,92.57537968,32.45940902,23.8861639
649,-1.845875961,1.341640786,-1.341640786,-1.224744871,0.292770022,95.50985861,73.22929522,18.1897587
650,0.99393321,1.341640786,-1.341640786,-1.224744871,0.292770022,94.79760087,56.82831662,18.1897587
651,-1.845875961,1.341640786,-1.341640786,0,0.292770022,107.7523949,96.09105112,20.88550993
652,0.99393321,1.341640786,-1.341640786,0,0.292770022,102.9994961,79.9716982,20.88550993
653,-1.845875961,1.341640786,-1.341640786,1.224744871,0.292770022,108.8381779,89.1228983,23.66959277
654,0.99393321,1.341640786,-1.341640786,1.224744871,0.292770022,105.6678879,72.83361472,23.66959277
655,-1.845875961,1.341640786,-0.447213595,-1.224744871,0.292770022,96.11697255,71.55890799,18.36213224
656,0.99393321,1.341640786,-0.447213595,-1.224744871,0.292770022,89.62948604,48.24090875,18.36213224
657,-1.845875961,1.341640786,-0.447213595,0,0.292770022,110.5392981,83.60049789,21.07991317
658,0.99393321,1.341640786,-0.447213595,0,0.292770022,108.9488227,64.68502325,21.07991317
659,-1.845875961,1.341640786,-0.447213595,1.224744871,0.292770022,105.3118341,61.40963901,23.8861639
660,0.99393321,1.341640786,-0.447213595,1.224744871,0.292770022,103.8105143,48.66890412,23.8861639
661,-1.845875961,1.341640786,0.447213595,-1.224744871,0.292770022,86.16016667,48.82087564,18.53446871
662,0.99393321,1.341640786,0.447213595,-1.224744871,0.292770022,86.29088013,42.77149939,18.53446871
663,-1.845875961,1.341640786,0.447213595,0,0.292770022,101.4016101,48.3605094,21.27426653
664,0.99393321,1.341640786,0.447213595,0,0.292770022,100.0030244,45.63077096,21.27426653
665,-1.845875961,1.341640786,0.447213595,1.224744871,0.292770022,105.3469278,55.93605921,24.1026702
666,0.99393321,1.341640786,0.447213595,1.224744871,0.292770022,99.70419403,44.72354204,24.1026702
667,-1.845875961,1.341640786,1.341640786,-1.224744871,0.292770022,89.75325364,48.16970536,18.70676915
668,0.99393321,1.341640786,1.341640786,-1.224744871,0.292770022,81.70199391,47.69572007,18.70676915
669,-1.845875961,1.341640786,1.341640786,0,0.292770022,96.44767202,47.45130093,21.46857138
670,0.99393321,1.341640786,1.341640786,0,0.292770022,93.0614933,46.78071335,21.46857138
671,-1.845875961,1.341640786,1.341640786,1.224744871,0.292770022,104.6560138,65.55517607,24.31911344
672,0.99393321,1.341640786,1.341640786,1.224744871,0.292770022,100.8647725,50.02860703,24.31911344
673,-1.845875961,1.341640786,-1.341640786,-1.224744871,0.878310066,99.62803649,74.60598676,18.53446871
674,0.99393321,1.341640786,-1.341640786,-1.224744871,0.878310066,96.52470126,73.54387669,18.53446871
675,-1.845875961,1.341640786,-1.341640786,0,0.878310066,114.0567606,86.61697859,21.27426653
676,0.99393321,1.341640786,-1.341640786,0,0.878310066,116.356361,77.22210281,21.27426653
677,-1.845875961,1.341640786,-1.341640786,1.224744871,0.878310066,122.2086214,104.2310609,24.1026702
678,0.99393321,1.341640786,-1.341640786,1.224744871,0.878310066,113.8398906,90.47761148,24.1026702
679,-1.845875961,1.341640786,-0.447213595,-1.224744871,0.878310066,101.8276925,78.69712569,18.70676915
680,0.99393321,1.341640786,-0.447213595,-1.224744871,0.878310066,87.04553057,68.90153664,18.70676915
681,-1.845875961,1.341640786,-0.447213595,0,0.878310066,113.9048001,71.27349001,21.46857138
682,0.99393321,1.341640786,-0.447213595,0,0.878310066,117.8776953,65.64193168,21.46857138
683,-1.845875961,1.341640786,-0.447213595,1.224744871,0.878310066,118.990671,91.95943242,24.31911344
684,0.99393321,1.341640786,-0.447213595,1.224744871,0.878310066,114.6971343,69.31288735,24.31911344
685,-1.845875961,1.341640786,0.447213595,-1.224744871,0.878310066,97.66764254,64.24791439,18.87903457
686,0.99393321,1.341640786,0.447213595,-1.224744871,0.878310066,92.89002529,59.57395696,18.87903457
687,-1.845875961,1.341640786,0.447213595,0,0.878310066,104.0785798,65.96150791,21.66282905
688,0.99393321,1.341640786,0.447213595,0,0.878310066,106.1273559,63.79509888,21.66282905
689,-1.845875961,1.341640786,0.447213595,1.224744871,0.878310066,123.5857227,76.15099994,24.53549533
690,0.99393321,1.341640786,0.447213595,1.224744871,0.878310066,118.6450672,61.6029947,24.53549533
691,-1.845875961,1.341640786,1.341640786,-1.224744871,0.878310066,97.95073007,56.56444325,19.05126592
692,0.99393321,1.341640786,1.341640786,-1.224744871,0.878310066,100.4561488,51.03100918,19.05126592
693,-1.845875961,1.341640786,1.341640786,0,0.878310066,104.0773988,63.33542337,21.85704081
694,0.99393321,1.341640786,1.341640786,0,0.878310066,103.5664834,63.16594353,21.85704081
695,-1.845875961,1.341640786,1.341640786,1.224744871,0.878310066,121.5958467,71.18996624,24.75181749
696,0.99393321,1.341640786,1.341640786,1.224744871,0.878310066,117.6080888,50.53475124,24.75181749
697,-1.845875961,1.341640786,-1.341640786,-1.224744871,1.463850109,102.9841623,89.31599309,18.87903457
698,0.99393321,1.341640786,-1.341640786,-1.224744871,1.463850109,93.55562282,88.36032323,18.87903457
699,-1.845875961,1.341640786,-1.341640786,0,1.463850109,120.7648527,92.38518845,21.66282905
700,0.99393321,1.341640786,-1.341640786,0,1.463850109,119.6317317,94.91046256,21.66282905
701,-1.845875961,1.341640786,-1.341640786,1.224744871,1.463850109,140.262565,135.1668935,24.53549533
702,0.99393321,1.341640786,-1.341640786,1.224744871,1.463850109,134.9888882,105.130158,24.53549533
703,-1.845875961,1.341640786,-0.447213595,-1.224744871,1.463850109,94.93014186,76.64508239,19.05126592
704,0.99393321,1.341640786,-0.447213595,-1.224744871,1.463850109,89.56826187,77.72648581,19.05126592
705,-1.845875961,1.341640786,-0.447213595,0,1.463850109,113.3060756,101.1900921,21.85704081
706,0.99393321,1.341640786,-0.447213595,0,1.463850109,115.1649457,106.482984,21.85704081
707,-1.845875961,1.341640786,-0.447213595,1.224744871,1.463850109,140.9474679,103.7543551,24.75181749
708,0.99393321,1.341640786,-0.447213595,1.224744871,1.463850109,134.5012703,87.360304,24.75181749
709,-1.845875961,1.341640786,0.447213595,-1.224744871,1.463850109,103.5100706,55.90331127,19.22346413
710,0.99393321,1.341640786,0.447213595,-1.224744871,1.463850109,97.62338664,58.2857352,19.22346413
711,-1.845875961,1.341640786,0.447213595,0,1.463850109,109.9265074,79.7893518,22.0512079
712,0.99393321,1.341640786,0.447213595,0,1.463850109,105.0041431,80.02229054,22.0512079
713,-1.845875961,1.341640786,0.447213595,1.224744871,1.463850109,132.6287816,87.97539335,24.96808152
714,0.99393321,1.341640786,0.447213595,1.224744871,1.463850109,128.3572779,77.60467716,24.96808152
715,-1.845875961,1.341640786,1.341640786,-1.224744871,1.463850109,99.67474059,57.73168274,19.3956301
716,0.99393321,1.341640786,1.341640786,-1.224744871,1.463850109,96.18935697,61.62967481,19.3956301
717,-1.845875961,1.341640786,1.341640786,0,1.463850109,115.6511616,77.83998388,22.2453315
718,0.99393321,1.341640786,1.341640786,0,1.463850109,115.6861419,81.28004544,22.2453315
719,-1.845875961,1.341640786,1.341640786,1.224744871,1.463850109,127.9519632,73.67284587,25.18428894
720,0.99393321,1.341640786,1.341640786,1.224744871,1.463850109,126.7765655,69.12586513,25.18428894
721,-0.141990459,-1.341640786,-1.341640786,-1.224744871,-1.463850109,51.14000757,41.09660441,17.15467555
722,0.283980917,-1.341640786,-1.341640786,-1.224744871,-1.463850109,52.08752065,42.93613726,17.15467555
723,0.709952293,-1.341640786,-1.341640786,-1.224744871,-1.463850109,54.4521981,40.59397035,17.15467555
724,-0.141990459,-1.341640786,-1.341640786,0,-1.463850109,66.93686449,30.87311725,19.71795869
725,0.283980917,-1.341640786,-1.341640786,0,-1.463850109,67.93861717,35.13340096,19.71795869
726,0.709952293,-1.341640786,-1.341640786,0,-1.463850109,65.42781712,40.92909892,19.71795869
727,-0.141990459,-1.341640786,-1.341640786,1.224744871,-1.463850109,72.8961309,31.93356155,22.368697
728,0.283980917,-1.341640786,-1.341640786,1.224744871,-1.463850109,77.88908259,38.05922167,22.368697
729,0.709952293,-1.341640786,-1.341640786,1.224744871,-1.463850109,77.22317139,41.95784276,22.368697
730,-0.141990459,-1.341640786,-0.447213595,-1.224744871,-1.463850109,59.92364876,27.41014556,17.32729571
731,0.283980917,-1.341640786,-0.447213595,-1.224744871,-1.463850109,58.79931528,25.05069626,17.32729571
732,0.709952293,-1.341640786,-0.447213595,-1.224744871,-1.463850109,57.13501608,30.72529088,17.32729571
733,-0.141990459,-1.341640786,-0.447213595,0,-1.463850109,69.48491484,25.1966383,19.91269334
734,0.283980917,-1.341640786,-0.447213595,0,-1.463850109,74.25899646,29.2887155,19.91269334
735,0.709952293,-1.341640786,-0.447213595,0,-1.463850109,70.17028503,29.92486573,19.91269334
736,-0.141990459,-1.341640786,-0.447213595,1.224744871,-1.463850109,73.96905557,22.76089371,22.58569814
737,0.283980917,-1.341640786,-0.447213595,1.224744871,-1.463850109,76.46004019,32.6550298,22.58569814
738,0.709952293,-1.341640786,-0.447213595,1.224744871,-1.463850109,75.14358733,35.51688759,22.58569814
739,-0.141990459,-1.341640786,0.447213595,-1.224744871,-1.463850109,58.59495817,23.81357968,17.49987165
740,0.283980917,-1.341640786,0.447213595,-1.224744871,-1.463850109,57.77019152,26.00037639,17.49987165
741,0.709952293,-1.341640786,0.447213595,-1.224744871,-1.463850109,59.58254766,29.85290561,17.49987165
742,-0.141990459,-1.341640786,0.447213595,0,-1.463850109,68.55163265,22.38948936,20.10736863
743,0.283980917,-1.341640786,0.447213595,0,-1.463850109,64.27467357,23.06898078,20.10736863
744,0.709952293,-1.341640786,0.447213595,0,-1.463850109,64.56650255,25.68135146,20.10736863
745,-0.141990459,-1.341640786,0.447213595,1.224744871,-1.463850109,73.14579732,27.63500332,22.80262232
746,0.283980917,-1.341640786,0.447213595,1.224744871,-1.463850109,72.92444286,29.72769583,22.80262232
747,0.709952293,-1.341640786,0.447213595,1.224744871,-1.463850109,72.84803367,33.82478586,22.80262232
748,-0.141990459,-1.341640786,1.341640786,-1.224744871,-1.463850109,60.60859136,21.40648415,17.67240468
749,0.283980917,-1.341640786,1.341640786,-1.224744871,-1.463850109,58.32296566,22.68579046,17.67240468
750,0.709952293,-1.341640786,1.341640786,-1.224744871,-1.463850109,60.51797808,26.15770834,17.67240468
751,-0.141990459,-1.341640786,1.341640786,0,-1.463850109,62.49495039,18.62512447,20.30198629
752,0.283980917,-1.341640786,1.341640786,0,-1.463850109,64.7926848,21.59424461,20.30198629
753,0.709952293,-1.341640786,1.341640786,0,-1.463850109,63.72259573,23.54556838,20.30198629
754,-0.141990459,-1.341640786,1.341640786,1.224744871,-1.463850109,74.17825383,29.04649379,23.01947179
755,0.283980917,-1.341640786,1.341640786,1.224744871,-1.463850109,74.9901203,29.88328879,23.01947179
756,0.709952293,-1.341640786,1.341640786,1.224744871,-1.463850109,74.37159879,29.88946324,23.01947179
757,-0.141990459,-1.341640786,-1.341640786,-1.224744871,-0.878310066,57.97920001,41.62190219,17.49987165
758,0.283980917,-1.341640786,-1.341640786,-1.224744871,-0.878310066,56.73423514,40.24685436,17.49987165
759,0.709952293,-1.341640786,-1.341640786,-1.224744871,-0.878310066,60.86998379,48.18877793,17.49987165
760,-0.141990459,-1.341640786,-1.341640786,0,-0.878310066,82.06662364,34.87212364,20.10736863
761,0.283980917,-1.341640786,-1.341640786,0,-0.878310066,78.40836032,33.92811144,20.10736863
762,0.709952293,-1.341640786,-1.341640786,0,-0.878310066,76.07704319,38.17981229,20.10736863
763,-0.141990459,-1.341640786,-1.341640786,1.224744871,-0.878310066,84.78692378,43.42785218,22.80262232
764,0.283980917,-1.341640786,-1.341640786,1.224744871,-0.878310066,89.32792302,48.55450869,22.80262232
765,0.709952293,-1.341640786,-1.341640786,1.224744871,-0.878310066,85.09819211,60.21454536,22.80262232
766,-0.141990459,-1.341640786,-0.447213595,-1.224744871,-0.878310066,62.29882869,24.92419276,17.67240468
767,0.283980917,-1.341640786,-0.447213595,-1.224744871,-0.878310066,60.01481021,27.25434261,17.67240468
768,0.709952293,-1.341640786,-0.447213595,-1.224744871,-0.878310066,60.65750438,30.62738079,17.67240468
769,-0.141990459,-1.341640786,-0.447213595,0,-0.878310066,71.00870146,28.94262929,20.30198629
770,0.283980917,-1.341640786,-0.447213595,0,-0.878310066,78.03683415,37.50199133,20.30198629
771,0.709952293,-1.341640786,-0.447213595,0,-0.878310066,75.07983653,38.11652533,20.30198629
772,-0.141990459,-1.341640786,-0.447213595,1.224744871,-0.878310066,89.86854237,41.64183917,23.01947179
773,0.283980917,-1.341640786,-0.447213595,1.224744871,-0.878310066,84.19175329,43.21590635,23.01947179
774,0.709952293,-1.341640786,-0.447213595,1.224744871,-0.878310066,80.94720328,45.87644871,23.01947179
775,-0.141990459,-1.341640786,0.447213595,-1.224744871,-0.878310066,65.18808167,22.32246615,17.84489606
776,0.283980917,-1.341640786,0.447213595,-1.224744871,-0.878310066,65.06631246,26.53727264,17.84489606
777,0.709952293,-1.341640786,0.447213595,-1.224744871,-0.878310066,65.53562258,25.21279431,17.84489606
778,-0.141990459,-1.341640786,0.447213595,0,-0.878310066,71.40722204,25.35254941,20.496548
779,0.283980917,-1.341640786,0.447213595,0,-0.878310066,72.22221071,25.04836957,20.496548
780,0.709952293,-1.341640786,0.447213595,0,-0.878310066,74.20405196,30.43774055,20.496548
781,-0.141990459,-1.341640786,0.447213595,1.224744871,-0.878310066,80.52470057,31.36448223,23.23624866
782,0.283980917,-1.341640786,0.447213595,1.224744871,-0.878310066,83.03146165,38.91255849,23.23624866
783,0.709952293,-1.341640786,0.447213595,1.224744871,-0.878310066,77.33276746,38.58767415,23.23624866
784,-0.141990459,-1.341640786,1.341640786,-1.224744871,-0.878310066,64.06972243,18.26369357,18.01734701
785,0.283980917,-1.341640786,1.341640786,-1.224744871,-0.878310066,67.52643248,22.2585117,18.01734701
786,0.709952293,-1.341640786,1.341640786,-1.224744871,-0.878310066,65.51682738,21.59059321,18.01734701
787,-0.141990459,-1.341640786,1.341640786,0,-0.878310066,71.42591195,25.48272902,20.69105537
788,0.283980917,-1.341640786,1.341640786,0,-0.878310066,72.06407115,21.06569188,20.69105537
789,0.709952293,-1.341640786,1.341640786,0,-0.878310066,69.2720173,21.31166173,20.69105537
790,-0.141990459,-1.341640786,1.341640786,1.224744871,-0.878310066,82.33286493,22.26851074,23.45295499
791,0.283980917,-1.341640786,1.341640786,1.224744871,-0.878310066,78.80775606,24.75860587,23.45295499
792,0.709952293,-1.341640786,1.341640786,1.224744871,-0.878310066,79.0572624,24.13179404,23.45295499
793,-0.141990459,-1.341640786,-1.341640786,-1.224744871,-0.292770022,78.67456842,31.7005268,17.84489606
794,0.283980917,-1.341640786,-1.341640786,-1.224744871,-0.292770022,79.72845497,37.21740452,17.84489606
795,0.709952293,-1.341640786,-1.341640786,-1.224744871,-0.292770022,77.64180825,40.72254002,17.84489606
796,-0.141990459,-1.341640786,-1.341640786,0,-0.292770022,75.97549634,36.67705164,20.496548
797,0.283980917,-1.341640786,-1.341640786,0,-0.292770022,82.39183449,48.22658437,20.496548
798,0.709952293,-1.341640786,-1.341640786,0,-0.292770022,76.71811205,50.83406762,20.496548
799,-0.141990459,-1.341640786,-1.341640786,1.224744871,-0.292770022,87.39825304,50.17091826,23.23624866
800,0.283980917,-1.341640786,-1.341640786,1.224744871,-0.292770022,92.13836135,49.39191711,23.23624866
801,0.709952293,-1.341640786,-1.341640786,1.224744871,-0.292770022,87.0516071,57.94672451,23.23624866
802,-0.141990459,-1.341640786,-0.447213595,-1.224744871,-0.292770022,73.14471739,26.31786619,18.01734701
803,0.283980917,-1.341640786,-0.447213595,-1.224744871,-0.292770022,74.19502377,31.04146827,18.01734701
