Data number,Slot opening width Bs0 (mm),Axial length of permanent magnet/moving pole distance a,Air gap thickness gap (mm),Coil radial width rcoil (mm),Permanent magnet radial length rpm (mm),Average thrust (N),Thrust fluctuation (N),Average copper loss (W)
260,0.99393321,-1.341640786,1.341640786,-1.224744871,0.878310066,91.22928609,32.92417236,19.05126592
261,-1.845875961,-1.341640786,1.341640786,0,0.878310066,92.8515568,25.65873505,21.85704081
262,0.99393321,-1.341640786,1.341640786,0,0.878310066,96.52140514,37.77506519,21.85704081
263,-1.845875961,-1.341640786,1.341640786,1.224744871,0.878310066,105.0008291,21.24549951,24.75181749
264,0.99393321,-1.341640786,1.341640786,1.224744871,0.878310066,104.2736876,32.3312036,24.75181749
265,-1.845875961,-1.341640786,-1.341640786,-1.224744871,1.463850109,88.83547133,37.82163359,18.87903457
266,0.99393321,-1.341640786,-1.341640786,-1.224744871,1.463850109,89.97733506,44.07436445,18.87903457
267,-1.845875961,-1.341640786,-1.341640786,0,1.463850109,108.265472,42.90614523,21.66282905
268,0.99393321,-1.341640786,-1.341640786,0,1.463850109,104.263721,44.88230808,21.66282905
269,-1.845875961,-1.341640786,-1.341640786,1.224744871,1.463850109,112.4447593,43.13934108,24.53549533
270,0.99393321,-1.341640786,-1.341640786,1.224744871,1.463850109,114.3075207,64.41732674,24.53549533
271,-1.845875961,-1.341640786,-0.447213595,-1.224744871,1.463850109,97.2088284,24.95597637,19.05126592
272,0.99393321,-1.341640786,-0.447213595,-1.224744871,1.463850109,93.94384956,42.28940985,19.05126592
273,-1.845875961,-1.341640786,-0.447213595,0,1.463850109,101.3459452,32.95458066,21.85704081
274,0.99393321,-1.341640786,-0.447213595,0,1.463850109,104.3218738,43.66360939,21.85704081
275,-1.845875961,-1.341640786,-0.447213595,1.224744871,1.463850109,113.822867,41.35591298,24.75181749
276,0.99393321,-1.341640786,-0.447213595,1.224744871,1.463850109,113.5297019,53.89615579,24.75181749
277,-1.845875961,-1.341640786,0.447213595,-1.224744871,1.463850109,89.32895943,30.74806834,19.22346413
278,0.99393321,-1.341640786,0.447213595,-1.224744871,1.463850109,93.86552818,31.59691706,19.22346413
279,-1.845875961,-1.341640786,0.447213595,0,1.463850109,100.9232346,28.42104133,22.0512079
280,0.99393321,-1.341640786,0.447213595,0,1.463850109,103.8277905,40.43177918,22.0512079
281,-1.845875961,-1.341640786,0.447213595,1.224744871,1.463850109,108.3772241,40.78675847,24.96808152
282,0.99393321,-1.341640786,0.447213595,1.224744871,1.463850109,106.3333364,41.05653909,24.96808152
283,-1.845875961,-1.341640786,1.341640786,-1.224744871,1.463850109,84.72752511,35.80554971,19.3956301
284,0.99393321,-1.341640786,1.341640786,-1.224744871,1.463850109,68.25376915,40.43222883,19.3956301
285,-1.845875961,-1.341640786,1.341640786,0,1.463850109,93.78539297,21.3927521,22.2453315
286,0.99393321,-1.341640786,1.341640786,0,1.463850109,100.610812,31.49755124,22.2453315
287,-1.845875961,-1.341640786,1.341640786,1.224744871,1.463850109,112.3319625,25.42471386,25.18428894
288,0.99393321,-1.341640786,1.341640786,1.224744871,1.463850109,106.6549395,41.81012417,25.18428894
289,-1.845875961,-0.447213595,-1.341640786,-1.224744871,-1.463850109,68.07661285,25.83304838,17.15467555
290,0.99393321,-0.447213595,-1.341640786,-1.224744871,-1.463850109,65.98942634,43.4280403,17.15467555
291,-1.845875961,-0.447213595,-1.341640786,0,-1.463850109,76.44121778,16.7465375,19.71795869
292,0.99393321,-0.447213595,-1.341640786,0,-1.463850109,74.05901044,49.74258688,19.71795869
293,-1.845875961,-0.447213595,-1.341640786,1.224744871,-1.463850109,85.84006705,31.95753913,22.368697
294,0.99393321,-0.447213595,-1.341640786,1.224744871,-1.463850109,80.66048853,57.29326863,22.368697
295,-1.845875961,-0.447213595,-0.447213595,-1.224744871,-1.463850109,65.36242673,19.60990015,17.32729571
296,0.99393321,-0.447213595,-0.447213595,-1.224744871,-1.463850109,67.77983337,35.49277848,17.32729571
297,-1.845875961,-0.447213595,-0.447213595,0,-1.463850109,77.24754296,24.96112026,19.91269334
298,0.99393321,-0.447213595,-0.447213595,0,-1.463850109,71.90958186,39.40434486,19.91269334
299,-1.845875961,-0.447213595,-0.447213595,1.224744871,-1.463850109,80.67661535,21.62101461,22.58569814
300,0.99393321,-0.447213595,-0.447213595,1.224744871,-1.463850109,80.21157023,44.66686319,22.58569814
301,-1.845875961,-0.447213595,0.447213595,-1.224744871,-1.463850109,64.73264751,14.4899901,17.49987165
302,0.99393321,-0.447213595,0.447213595,-1.224744871,-1.463850109,61.41946764,24.47166923,17.49987165
303,-1.845875961,-0.447213595,0.447213595,0,-1.463850109,77.28464876,22.93813558,20.10736863
304,0.99393321,-0.447213595,0.447213595,0,-1.463850109,71.70680341,28.55760802,20.10736863
305,-1.845875961,-0.447213595,0.447213595,1.224744871,-1.463850109,75.97616231,16.25893566,22.80262232
306,0.99393321,-0.447213595,0.447213595,1.224744871,-1.463850109,73.24562631,23.78301654,22.80262232
307,-1.845875961,-0.447213595,1.341640786,-1.224744871,-1.463850109,65.22972135,11.35570315,17.67240468
308,0.99393321,-0.447213595,1.341640786,-1.224744871,-1.463850109,69.6467703,26.70163836,17.67240468
309,-1.845875961,-0.447213595,1.341640786,0,-1.463850109,70.240682,13.74664209,20.30198629
310,0.99393321,-0.447213595,1.341640786,0,-1.463850109,67.74908882,19.66039219,20.30198629
311,-1.845875961,-0.447213595,1.341640786,1.224744871,-1.463850109,70.79902937,13.35565459,23.01947179
312,0.99393321,-0.447213595,1.341640786,1.224744871,-1.463850109,66.20269287,22.52589145,23.01947179
313,-1.845875961,-0.447213595,-1.341640786,-1.224744871,-0.878310066,74.00685799,22.18091824,17.49987165
314,0.99393321,-0.447213595,-1.341640786,-1.224744871,-0.878310066,73.45002274,41.953045,17.49987165
315,-1.845875961,-0.447213595,-1.341640786,0,-0.878310066,84.39424502,25.64846077,20.10736863
316,0.99393321,-0.447213595,-1.341640786,0,-0.878310066,86.20344874,48.91301497,20.10736863
317,-1.845875961,-0.447213595,-1.341640786,1.224744871,-0.878310066,90.56751812,21.87131549,22.80262232
318,0.99393321,-0.447213595,-1.341640786,1.224744871,-0.878310066,87.02807605,38.16210716,22.80262232
319,-1.845875961,-0.447213595,-0.447213595,-1.224744871,-0.878310066,71.77559117,18.24565829,17.67240468
320,0.99393321,-0.447213595,-0.447213595,-1.224744871,-0.878310066,69.82618209,35.09377948,17.67240468
321,-1.845875961,-0.447213595,-0.447213595,0,-0.878310066,85.7959514,24.02929157,20.30198629
322,0.99393321,-0.447213595,-0.447213595,0,-0.878310066,82.23179042,35.86354027,20.30198629
323,-1.845875961,-0.447213595,-0.447213595,1.224744871,-0.878310066,90.94400257,27.23071502,23.01947179
324,0.99393321,-0.447213595,-0.447213595,1.224744871,-0.878310066,82.33363957,37.04300146,23.01947179
325,-1.845875961,-0.447213595,0.447213595,-1.224744871,-0.878310066,69.89843261,13.4568699,17.84489606
326,0.99393321,-0.447213595,0.447213595,-1.224744871,-0.878310066,71.24011782,27.37135074,17.84489606
327,-1.845875961,-0.447213595,0.447213595,0,-0.878310066,80.56577955,23.03587475,20.496548
328,0.99393321,-0.447213595,0.447213595,0,-0.878310066,80.84050039,31.6469867,20.496548
329,-1.845875961,-0.447213595,0.447213595,1.224744871,-0.878310066,88.5532493,41.01771415,23.23624866
330,0.99393321,-0.447213595,0.447213595,1.224744871,-0.878310066,81.37205463,34.62829202,23.23624866
331,-1.845875961,-0.447213595,1.341640786,-1.224744871,-0.878310066,72.79373783,13.25736909,18.01734701
332,0.99393321,-0.447213595,1.341640786,-1.224744871,-0.878310066,70.2818,23.30541768,18.01734701
333,-1.845875961,-0.447213595,1.341640786,0,-0.878310066,78.16340054,17.10308265,20.69105537
334,0.99393321,-0.447213595,1.341640786,0,-0.878310066,79.73032458,27.92762431,20.69105537
335,-1.845875961,-0.447213595,1.341640786,1.224744871,-0.878310066,80.25373894,27.84732017,23.45295499
336,0.99393321,-0.447213595,1.341640786,1.224744871,-0.878310066,81.58625732,24.90327003,23.45295499
337,-1.845875961,-0.447213595,-1.341640786,-1.224744871,-0.292770022,84.60785853,21.78315011,17.84489606
338,0.99393321,-0.447213595,-1.341640786,-1.224744871,-0.292770022,85.9416294,57.66086865,17.84489606
339,-1.845875961,-0.447213595,-1.341640786,0,-0.292770022,97.37406564,32.71949829,20.496548
340,0.99393321,-0.447213595,-1.341640786,0,-0.292770022,93.54559266,55.03074243,20.496548
341,-1.845875961,-0.447213595,-1.341640786,1.224744871,-0.292770022,106.4564679,54.68285144,23.23624866
342,0.99393321,-0.447213595,-1.341640786,1.224744871,-0.292770022,97.32772554,37.11973557,23.23624866
343,-1.845875961,-0.447213595,-0.447213595,-1.224744871,-0.292770022,77.39514975,19.83219218,18.01734701
344,0.99393321,-0.447213595,-0.447213595,-1.224744871,-0.292770022,79.36124349,32.27102218,18.01734701
345,-1.845875961,-0.447213595,-0.447213595,0,-0.292770022,88.0609682,16.80689531,20.69105537
346,0.99393321,-0.447213595,-0.447213595,0,-0.292770022,89.43359924,36.23908239,20.69105537
347,-1.845875961,-0.447213595,-0.447213595,1.224744871,-0.292770022,97.29389039,34.96120666,23.45295499
348,0.99393321,-0.447213595,-0.447213595,1.224744871,-0.292770022,95.09621997,44.12308689,23.45295499
349,-1.845875961,-0.447213595,0.447213595,-1.224744871,-0.292770022,79.88250515,24.09150659,18.1897587
350,0.99393321,-0.447213595,0.447213595,-1.224744871,-0.292770022,81.28854978,35.71274308,18.1897587
351,-1.845875961,-0.447213595,0.447213595,0,-0.292770022,86.51933737,17.4361163,20.88550993
352,0.99393321,-0.447213595,0.447213595,0,-0.292770022,80.38044788,29.39013811,20.88550993
353,-1.845875961,-0.447213595,0.447213595,1.224744871,-0.292770022,90.56833569,30.99548532,23.66959277
354,0.99393321,-0.447213595,0.447213595,1.224744871,-0.292770022,93.63400153,36.96939531,23.66959277
355,-1.845875961,-0.447213595,1.341640786,-1.224744871,-0.292770022,84.50364833,34.26362764,18.36213224
356,0.99393321,-0.447213595,1.341640786,-1.224744871,-0.292770022,80.6496706,36.08461593,18.36213224
357,-1.845875961,-0.447213595,1.341640786,0,-0.292770022,92.40603551,33.95469808,21.07991317
358,0.99393321,-0.447213595,1.341640786,0,-0.292770022,88.13863726,27.19723536,21.07991317
359,-1.845875961,-0.447213595,1.341640786,1.224744871,-0.292770022,86.29657614,17.00589074,23.8861639
360,0.99393321,-0.447213595,1.341640786,1.224744871,-0.292770022,91.73479777,32.72046994,23.8861639
361,-1.845875961,-0.447213595,-1.341640786,-1.224744871,0.292770022,87.43876053,25.9020733,18.1897587
362,0.99393321,-0.447213595,-1.341640786,-1.224744871,0.292770022,86.72069594,47.4911942,18.1897587
363,-1.845875961,-0.447213595,-1.341640786,0,0.292770022,98.31110798,21.36074313,20.88550993
364,0.99393321,-0.447213595,-1.341640786,0,0.292770022,96.74027202,51.27946844,20.88550993
365,-1.845875961,-0.447213595,-1.341640786,1.224744871,0.292770022,115.3753346,38.3406359,23.66959277
366,0.99393321,-0.447213595,-1.341640786,1.224744871,0.292770022,112.8238498,52.51996582,23.66959277
367,-1.845875961,-0.447213595,-0.447213595,-1.224744871,0.292770022,88.50209349,19.10886636,18.36213224
368,0.99393321,-0.447213595,-0.447213595,-1.224744871,0.292770022,86.15500648,33.98243762,18.36213224
369,-1.845875961,-0.447213595,-0.447213595,0,0.292770022,100.4569203,22.88844563,21.07991317
370,0.99393321,-0.447213595,-0.447213595,0,0.292770022,98.68531838,31.56693378,21.07991317
371,-1.845875961,-0.447213595,-0.447213595,1.224744871,0.292770022,104.8635762,23.7854346,23.8861639
372,0.99393321,-0.447213595,-0.447213595,1.224744871,0.292770022,106.5781243,47.0629135,23.8861639
373,-1.845875961,-0.447213595,0.447213595,-1.224744871,0.292770022,79.71376684,25.91030756,18.53446871
374,0.99393321,-0.447213595,0.447213595,-1.224744871,0.292770022,82.5777864,25.38797031,18.53446871
375,-1.845875961,-0.447213595,0.447213595,0,0.292770022,99.3402923,29.69244935,21.27426653
376,0.99393321,-0.447213595,0.447213595,0,0.292770022,90.22033203,32.00071473,21.27426653
377,-1.845875961,-0.447213595,0.447213595,1.224744871,0.292770022,97.13265206,25.32549715,24.1026702
378,0.99393321,-0.447213595,0.447213595,1.224744871,0.292770022,97.95483744,29.05842423,24.1026702
379,-1.845875961,-0.447213595,1.341640786,-1.224744871,0.292770022,87.3600228,18.47769229,18.70676915
380,0.99393321,-0.447213595,1.341640786,-1.224744871,0.292770022,85.25017196,19.41368214,18.70676915
381,-1.845875961,-0.447213595,1.341640786,0,0.292770022,104.5556892,40.01707997,21.46857138
382,0.99393321,-0.447213595,1.341640786,0,0.292770022,100.7292068,36.22332765,21.46857138
383,-1.845875961,-0.447213595,1.341640786,1.224744871,0.292770022,97.95724184,21.93767065,24.31911344
384,0.99393321,-0.447213595,1.341640786,1.224744871,0.292770022,92.7810718,21.65129699,24.31911344
385,-1.845875961,-0.447213595,-1.341640786,-1.224744871,0.878310066,86.53162882,26.25681881,18.53446871
386,0.99393321,-0.447213595,-1.341640786,-1.224744871,0.878310066,85.89899034,37.01435067,18.53446871
387,-1.845875961,-0.447213595,-1.341640786,0,0.878310066,98.30250826,29.45794047,21.27426653
388,0.99393321,-0.447213595,-1.341640786,0,0.878310066,103.0328176,57.61196265,21.27426653
389,-1.845875961,-0.447213595,-1.341640786,1.224744871,0.878310066,115.1141613,47.0682716,24.1026702
390,0.99393321,-0.447213595,-1.341640786,1.224744871,0.878310066,107.8468107,46.67844419,24.1026702
391,-1.845875961,-0.447213595,-0.447213595,-1.224744871,0.878310066,95.05090299,25.45658066,18.70676915
392,0.99393321,-0.447213595,-0.447213595,-1.224744871,0.878310066,93.03113057,40.57645696,18.70676915
393,-1.845875961,-0.447213595,-0.447213595,0,0.878310066,104.754174,32.97871717,21.46857138
394,0.99393321,-0.447213595,-0.447213595,0,0.878310066,107.6074943,45.80728482,21.46857138
395,-1.845875961,-0.447213595,-0.447213595,1.224744871,0.878310066,108.2051676,46.11313924,24.31911344
396,0.99393321,-0.447213595,-0.447213595,1.224744871,0.878310066,109.8693411,49.09974717,24.31911344
397,-1.845875961,-0.447213595,0.447213595,-1.224744871,0.878310066,89.13163037,17.00300724,18.87903457
398,0.99393321,-0.447213595,0.447213595,-1.224744871,0.878310066,86.09417532,33.94076846,18.87903457
399,-1.845875961,-0.447213595,0.447213595,0,0.878310066,97.71337767,22.38380142,21.66282905
400,0.99393321,-0.447213595,0.447213595,0,0.878310066,96.79415334,32.7669555,21.66282905
401,-1.845875961,-0.447213595,0.447213595,1.224744871,0.878310066,106.3026963,25.49933217,24.53549533
402,0.99393321,-0.447213595,0.447213595,1.224744871,0.878310066,105.2075137,33.57164942,24.53549533
403,-1.845875961,-0.447213595,1.341640786,-1.224744871,0.878310066,87.72682513,15.53962174,19.05126592
404,0.99393321,-0.447213595,1.341640786,-1.224744871,0.878310066,88.51086227,21.96752655,19.05126592
405,-1.845875961,-0.447213595,1.341640786,0,0.878310066,94.2162256,34.13902546,21.85704081
406,0.99393321,-0.447213595,1.341640786,0,0.878310066,91.01257868,22.66185678,21.85704081
407,-1.845875961,-0.447213595,1.341640786,1.224744871,0.878310066,106.0077888,32.3562848,24.75181749
408,0.99393321,-0.447213595,1.341640786,1.224744871,0.878310066,104.7795293,40.02566971,24.75181749
409,-1.845875961,-0.447213595,-1.341640786,-1.224744871,1.463850109,93.19146703,40.82815901,18.87903457
410,0.99393321,-0.447213595,-1.341640786,-1.224744871,1.463850109,95.1041706,47.85851858,18.87903457
411,-1.845875961,-0.447213595,-1.341640786,0,1.463850109,109.6098043,43.63795533,21.66282905
412,0.99393321,-0.447213595,-1.341640786,0,1.463850109,109.6434032,58.98273767,21.66282905
413,-1.845875961,-0.447213595,-1.341640786,1.224744871,1.463850109,133.8879475,31.87630437,24.53549533
414,0.99393321,-0.447213595,-1.341640786,1.224744871,1.463850109,132.0564421,58.63637562,24.53549533
415,-1.845875961,-0.447213595,-0.447213595,-1.224744871,1.463850109,94.08767869,29.45357428,19.05126592
416,0.99393321,-0.447213595,-0.447213595,-1.224744871,1.463850109,92.76431614,35.80045697,19.05126592
417,-1.845875961,-0.447213595,-0.447213595,0,1.463850109,107.7080999,33.87869563,21.85704081
418,0.99393321,-0.447213595,-0.447213595,0,1.463850109,112.9779079,40.23358407,21.85704081
419,-1.845875961,-0.447213595,-0.447213595,1.224744871,1.463850109,125.6622461,49.64509797,24.75181749
420,0.99393321,-0.447213595,-0.447213595,1.224744871,1.463850109,128.9344853,62.68467611,24.75181749
421,-1.845875961,-0.447213595,0.447213595,-1.224744871,1.463850109,94.82233503,20.08296722,19.22346413
422,0.99393321,-0.447213595,0.447213595,-1.224744871,1.463850109,96.76131297,31.92956303,19.22346413
423,-1.845875961,-0.447213595,0.447213595,0,1.463850109,97.49506458,27.37075176,22.0512079
424,0.99393321,-0.447213595,0.447213595,0,1.463850109,94.87084394,33.18663382,22.0512079
425,-1.845875961,-0.447213595,0.447213595,1.224744871,1.463850109,122.5686808,34.57231695,24.96808152
426,0.99393321,-0.447213595,0.447213595,1.224744871,1.463850109,120.0771441,33.11972553,24.96808152
427,-1.845875961,-0.447213595,1.341640786,-1.224744871,1.463850109,93.43700874,24.41243645,19.3956301
428,0.99393321,-0.447213595,1.341640786,-1.224744871,1.463850109,95.74193504,26.8299056,19.3956301
429,-1.845875961,-0.447213595,1.341640786,0,1.463850109,102.2442117,30.68313044,22.2453315
430,0.99393321,-0.447213595,1.341640786,0,1.463850109,95.51996234,28.73430591,22.2453315
431,-1.845875961,-0.447213595,1.341640786,1.224744871,1.463850109,120.0208906,31.09774406,25.18428894
432,0.99393321,-0.447213595,1.341640786,1.224744871,1.463850109,119.8503523,39.46124774,25.18428894
433,-1.845875961,0.447213595,-1.341640786,-1.224744871,-1.463850109,67.86573649,38.95412385,17.15467555
434,0.99393321,0.447213595,-1.341640786,-1.224744871,-1.463850109,62.86583871,34.39321569,17.15467555
435,-1.845875961,0.447213595,-1.341640786,0,-1.463850109,77.74011418,41.77500207,19.71795869
436,0.99393321,0.447213595,-1.341640786,0,-1.463850109,73.33639518,41.95427596,19.71795869
437,-1.845875961,0.447213595,-1.341640786,1.224744871,-1.463850109,84.97209532,58.3541807,22.368697
438,0.99393321,0.447213595,-1.341640786,1.224744871,-1.463850109,81.46262896,60.69761642,22.368697
439,-1.845875961,0.447213595,-0.447213595,-1.224744871,-1.463850109,66.14390738,33.62697877,17.32729571
440,0.99393321,0.447213595,-0.447213595,-1.224744871,-1.463850109,66.43379591,23.59776429,17.32729571
441,-1.845875961,0.447213595,-0.447213595,0,-1.463850109,75.61054617,34.47807295,19.91269334
442,0.99393321,0.447213595,-0.447213595,0,-1.463850109,73.53992484,40.06909503,19.91269334
443,-1.845875961,0.447213595,-0.447213595,1.224744871,-1.463850109,79.99519729,28.72172562,22.58569814
444,0.99393321,0.447213595,-0.447213595,1.224744871,-1.463850109,80.32561106,36.38987595,22.58569814
445,-1.845875961,0.447213595,0.447213595,-1.224744871,-1.463850109,64.74258236,29.03158221,17.49987165
446,0.99393321,0.447213595,0.447213595,-1.224744871,-1.463850109,65.67624629,29.72959994,17.49987165
447,-1.845875961,0.447213595,0.447213595,0,-1.463850109,71.04831815,32.71115425,20.10736863
448,0.99393321,0.447213595,0.447213595,0,-1.463850109,69.77013586,35.0798328,20.10736863
449,-1.845875961,0.447213595,0.447213595,1.224744871,-1.463850109,76.10623292,24.48355057,22.80262232
450,0.99393321,0.447213595,0.447213595,1.224744871,-1.463850109,76.75781803,32.47933598,22.80262232
451,-1.845875961,0.447213595,1.341640786,-1.224744871,-1.463850109,65.68916048,21.25308907,17.67240468
452,0.99393321,0.447213595,1.341640786,-1.224744871,-1.463850109,67.07644059,27.5578042,17.67240468
453,-1.845875961,0.447213595,1.341640786,0,-1.463850109,76.75659498,38.71255347,20.30198629
454,0.99393321,0.447213595,1.341640786,0,-1.463850109,75.25660858,38.02084964,20.30198629
455,-1.845875961,0.447213595,1.341640786,1.224744871,-1.463850109,74.96477024,20.10140544,23.01947179
456,0.99393321,0.447213595,1.341640786,1.224744871,-1.463850109,73.94544075,23.8068578,23.01947179
457,-1.845875961,0.447213595,-1.341640786,-1.224744871,-0.878310066,80.84654302,51.33878782,17.49987165
458,0.99393321,0.447213595,-1.341640786,-1.224744871,-0.878310066,81.05464712,46.58605451,17.49987165
459,-1.845875961,0.447213595,-1.341640786,0,-0.878310066,81.06161583,54.418241,20.10736863
460,0.99393321,0.447213595,-1.341640786,0,-0.878310066,80.76539279,65.93523906,20.10736863
461,-1.845875961,0.447213595,-1.341640786,1.224744871,-0.878310066,91.65228237,53.31187868,22.80262232
462,0.99393321,0.447213595,-1.341640786,1.224744871,-0.878310066,89.9491274,61.21894838,22.80262232
463,-1.845875961,0.447213595,-0.447213595,-1.224744871,-0.878310066,76.12505923,38.80736704,17.67240468
464,0.99393321,0.447213595,-0.447213595,-1.224744871,-0.878310066,74.09653631,30.93547987,17.67240468
465,-1.845875961,0.447213595,-0.447213595,0,-0.878310066,86.90911532,45.66222306,20.30198629
466,0.99393321,0.447213595,-0.447213595,0,-0.878310066,86.11903546,57.04678421,20.30198629
467,-1.845875961,0.447213595,-0.447213595,1.224744871,-0.878310066,84.81075687,30.04478333,23.01947179
468,0.99393321,0.447213595,-0.447213595,1.224744871,-0.878310066,86.6272919,28.66482654,23.01947179
469,-1.845875961,0.447213595,0.447213595,-1.224744871,-0.878310066,75.36353322,37.39199226,17.84489606
470,0.99393321,0.447213595,0.447213595,-1.224744871,-0.878310066,76.61240561,35.56504795,17.84489606
471,-1.845875961,0.447213595,0.447213595,0,-0.878310066,81.54851574,38.0454901,20.496548
472,0.99393321,0.447213595,0.447213595,0,-0.878310066,82.82494686,34.07345492,20.496548
473,-1.845875961,0.447213595,0.447213595,1.224744871,-0.878310066,81.11444762,26.71804752,23.23624866
474,0.99393321,0.447213595,0.447213595,1.224744871,-0.878310066,83.42057231,25.75347535,23.23624866
475,-1.845875961,0.447213595,1.341640786,-1.224744871,-0.878310066,70.72399462,22.86520662,18.01734701
476,0.99393321,0.447213595,1.341640786,-1.224744871,-0.878310066,72.49600378,30.5899433,18.01734701
477,-1.845875961,0.447213595,1.341640786,0,-0.878310066,81.47473988,37.88767685,20.69105537
478,0.99393321,0.447213595,1.341640786,0,-0.878310066,78.49196227,33.00116074,20.69105537
479,-1.845875961,0.447213595,1.341640786,1.224744871,-0.878310066,79.43019033,23.36617133,23.45295499
480,0.99393321,0.447213595,1.341640786,1.224744871,-0.878310066,72.03827521,22.40750473,23.45295499
481,-1.845875961,0.447213595,-1.341640786,-1.224744871,-0.292770022,83.72357715,53.36233478,17.84489606
482,0.99393321,0.447213595,-1.341640786,-1.224744871,-0.292770022,84.44937565,61.18276997,17.84489606
483,-1.845875961,0.447213595,-1.341640786,0,-0.292770022,99.03806288,56.39335475,20.496548
484,0.99393321,0.447213595,-1.341640786,0,-0.292770022,92.88235038,62.89333474,20.496548
485,-1.845875961,0.447213595,-1.341640786,1.224744871,-0.292770022,90.24734308,53.62705992,23.23624866
486,0.99393321,0.447213595,-1.341640786,1.224744871,-0.292770022,84.15942653,49.11585962,23.23624866
487,-1.845875961,0.447213595,-0.447213595,-1.224744871,-0.292770022,84.25422352,36.09813489,18.01734701
488,0.99393321,0.447213595,-0.447213595,-1.224744871,-0.292770022,86.55715597,40.07859081,18.01734701
489,-1.845875961,0.447213595,-0.447213595,0,-0.292770022,91.08982812,48.58093118,20.69105537
490,0.99393321,0.447213595,-0.447213595,0,-0.292770022,88.22297303,55.48471712,20.69105537
491,-1.845875961,0.447213595,-0.447213595,1.224744871,-0.292770022,96.36233124,37.8164864,23.45295499
492,0.99393321,0.447213595,-0.447213595,1.224744871,-0.292770022,87.4375249,34.93727768,23.45295499
493,-1.845875961,0.447213595,0.447213595,-1.224744871,-0.292770022,80.98565411,33.05235629,18.1897587
494,0.99393321,0.447213595,0.447213595,-1.224744871,-0.292770022,83.93742685,34.42065111,18.1897587
495,-1.845875961,0.447213595,0.447213595,0,-0.292770022,87.10433233,31.00264337,20.88550993
496,0.99393321,0.447213595,0.447213595,0,-0.292770022,88.42990961,38.90086256,20.88550993
497,-1.845875961,0.447213595,0.447213595,1.224744871,-0.292770022,103.4175605,34.20074235,23.66959277
498,0.99393321,0.447213595,0.447213595,1.224744871,-0.292770022,97.54064343,36.88765565,23.66959277
499,-1.845875961,0.447213595,1.341640786,-1.224744871,-0.292770022,75.22309353,32.19462981,18.36213224
500,0.99393321,0.447213595,1.341640786,-1.224744871,-0.292770022,79.69334194,37.19194083,18.36213224
501,-1.845875961,0.447213595,1.341640786,0,-0.292770022,89.44650706,25.8234797,21.07991317
502,0.99393321,0.447213595,1.341640786,0,-0.292770022,85.53938912,29.52907203,21.07991317
503,-1.845875961,0.447213595,1.341640786,1.224744871,-0.292770022,98.95129067,36.61233936,23.8861639
504,0.99393321,0.447213595,1.341640786,1.224744871,-0.292770022,92.84245215,32.63490809,23.8861639
505,-1.845875961,0.447213595,-1.341640786,-1.224744871,0.292770022,91.63608216,63.26902598,18.1897587
506,0.99393321,0.447213595,-1.341640786,-1.224744871,0.292770022,94.98037256,60.56283167,18.1897587
507,-1.845875961,0.447213595,-1.341640786,0,0.292770022,100.3547355,55.48893085,20.88550993
508,0.99393321,0.447213595,-1.341640786,0,0.292770022,96.99946602,67.36226241,20.88550993
509,-1.845875961,0.447213595,-1.341640786,1.224744871,0.292770022,117.5510125,53.92832971,23.66959277
510,0.99393321,0.447213595,-1.341640786,1.224744871,0.292770022,115.0263342,71.48878744,23.66959277
511,-1.845875961,0.447213595,-0.447213595,-1.224744871,0.292770022,87.28305414,47.06654912,18.36213224
512,0.99393321,0.447213595,-0.447213595,-1.224744871,0.292770022,85.02473876,48.98466375,18.36213224
513,-1.845875961,0.447213595,-0.447213595,0,0.292770022,101.4535084,49.11224524,21.07991317
514,0.99393321,0.447213595,-0.447213595,0,0.292770022,100.2628773,50.72082193,21.07991317
515,-1.845875961,0.447213595,-0.447213595,1.224744871,0.292770022,105.7629808,50.93997267,23.8861639
516,0.99393321,0.447213595,-0.447213595,1.224744871,0.292770022,102.3059216,56.18937605,23.8861639
517,-1.845875961,0.447213595,0.447213595,-1.224744871,0.292770022,79.76493469,38.66028649,18.53446871
518,0.99393321,0.447213595,0.447213595,-1.224744871,0.292770022,81.34474595,33.72585162,18.53446871
519,-1.845875961,0.447213595,0.447213595,0,0.292770022,85.51347859,35.15349276,21.27426653
520,0.99393321,0.447213595,0.447213595,0,0.292770022,85.80736722,30.38781744,21.27426653
521,-1.845875961,0.447213595,0.447213595,1.224744871,0.292770022,101.4976186,41.46169048,24.1026702
522,0.99393321,0.447213595,0.447213595,1.224744871,0.292770022,100.7230271,45.32296498,24.1026702
523,-1.845875961,0.447213595,1.341640786,-1.224744871,0.292770022,83.80363126,33.05051155,18.70676915
524,0.99393321,0.447213595,1.341640786,-1.224744871,0.292770022,86.18469453,38.97250691,18.70676915
525,-1.845875961,0.447213595,1.341640786,0,0.292770022,88.81304029,35.20604283,21.46857138
526,0.99393321,0.447213595,1.341640786,0,0.292770022,84.13302928,27.34632869,21.46857138
527,-1.845875961,0.447213595,1.341640786,1.224744871,0.292770022,103.384694,42.33468204,24.31911344
528,0.99393321,0.447213595,1.341640786,1.224744871,0.292770022,105.1276128,50.63039022,24.31911344
529,-1.845875961,0.447213595,-1.341640786,-1.224744871,0.878310066,95.50818578,44.90880544,18.53446871
530,0.99393321,0.447213595,-1.341640786,-1.224744871,0.878310066,90.58770311,49.19954407,18.53446871
