Data number,Slot opening width Bs0 (mm),Axial length of permanent magnet/moving pole distance a,Air gap thickness gap (mm),Coil radial width rcoil (mm),Permanent magnet radial length rpm (mm),Average thrust (N),Thrust fluctuation (N),Average copper loss (W)
696,2.8,0.5,0.9,8,6,79.59264663,35.40649481,18.36213224
697,2.2,0.5,0.9,9,6,95.94080442,29.65071799,21.07991317
698,2.5,0.5,0.9,9,6,93.12919974,35.95588675,21.07991317
699,2.8,0.5,0.9,9,6,94.79936946,38.79863424,21.07991317
700,2.2,0.5,0.9,10,6,94.02276523,31.98428772,23.8861639
701,2.5,0.5,0.9,10,6,94.67117374,37.90794224,23.8861639
702,2.8,0.5,0.9,10,6,89.6304432,45.319069,23.8861639
703,2.2,0.5,1.1,8,6,76.89554811,26.54166364,18.53446871
704,2.5,0.5,1.1,8,6,72.00369729,27.42258579,18.53446871
705,2.8,0.5,1.1,8,6,73.45772304,31.65236219,18.53446871
706,2.2,0.5,1.1,9,6,84.52176655,36.76360443,21.27426653
707,2.5,0.5,1.1,9,6,87.89965649,38.79954131,21.27426653
708,2.8,0.5,1.1,9,6,93.25725879,46.38091131,21.27426653
709,2.2,0.5,1.1,10,6,91.30711974,29.74116384,24.1026702
710,2.5,0.5,1.1,10,6,94.95432138,34.06761102,24.1026702
711,2.8,0.5,1.1,10,6,91.75935069,33.28088016,24.1026702
712,2.2,0.5,1.3,8,6,76.52800027,30.96759995,18.70676915
713,2.5,0.5,1.3,8,6,76.32167327,31.49221397,18.70676915
714,2.8,0.5,1.3,8,6,68.54607576,28.44457349,18.70676915
715,2.2,0.5,1.3,9,6,80.92010095,31.94739177,21.46857138
716,2.5,0.5,1.3,9,6,80.6946012,33.73473884,21.46857138
717,2.8,0.5,1.3,9,6,85.01744841,34.53291857,21.46857138
718,2.2,0.5,1.3,10,6,85.98327984,21.89538884,24.31911344
719,2.5,0.5,1.3,10,6,86.77704221,36.58250648,24.31911344
720,2.8,0.5,1.3,10,6,86.56581617,32.41928063,24.31911344
721,2.2,0.5,0.7,8,6.4,83.38173359,46.0980913,18.53446871
722,2.5,0.5,0.7,8,6.4,84.31299183,49.52327062,18.53446871
723,2.8,0.5,0.7,8,6.4,84.88128255,52.06280125,18.53446871
724,2.2,0.5,0.7,9,6.4,87.93601233,60.02710131,21.27426653
725,2.5,0.5,0.7,9,6.4,92.37643235,58.78879363,21.27426653
726,2.8,0.5,0.7,9,6.4,99.95773672,55.34557432,21.27426653
727,2.2,0.5,0.7,10,6.4,101.8366843,38.34137124,24.1026702
728,2.5,0.5,0.7,10,6.4,112.656197,44.53940164,24.1026702
729,2.8,0.5,0.7,10,6.4,108.1026008,44.00944444,24.1026702
730,2.2,0.5,0.9,8,6.4,85.20291966,36.92920654,18.70676915
731,2.5,0.5,0.9,8,6.4,85.66396069,38.97309467,18.70676915
732,2.8,0.5,0.9,8,6.4,83.86792761,41.97956133,18.70676915
733,2.2,0.5,0.9,9,6.4,91.99555296,35.03229001,21.46857138
734,2.5,0.5,0.9,9,6.4,103.0813202,48.31183388,21.46857138
735,2.8,0.5,0.9,9,6.4,106.8528468,52.72841111,21.46857138
736,2.2,0.5,0.9,10,6.4,103.9878203,27.75830295,24.31911344
737,2.5,0.5,0.9,10,6.4,106.7365526,33.58926669,24.31911344
738,2.8,0.5,0.9,10,6.4,110.3196001,32.9717968,24.31911344
739,2.2,0.5,1.1,8,6.4,80.55035865,23.17325445,18.87903457
740,2.5,0.5,1.1,8,6.4,83.33209888,27.24949641,18.87903457
741,2.8,0.5,1.1,8,6.4,79.94658245,40.28108316,18.87903457
742,2.2,0.5,1.1,9,6.4,91.49786673,25.65842114,21.66282905
743,2.5,0.5,1.1,9,6.4,93.89350651,28.35904092,21.66282905
744,2.8,0.5,1.1,9,6.4,96.65785801,31.66150937,21.66282905
745,2.2,0.5,1.1,10,6.4,104.9806789,27.28978011,24.53549533
746,2.5,0.5,1.1,10,6.4,100.2517474,33.72740241,24.53549533
747,2.8,0.5,1.1,10,6.4,100.0661907,37.21301496,24.53549533
748,2.2,0.5,1.3,8,6.4,95.05718113,25.75978034,19.05126592
749,2.5,0.5,1.3,8,6.4,90.75579813,31.25316735,19.05126592
750,2.8,0.5,1.3,8,6.4,90.11948413,31.13729014,19.05126592
751,2.2,0.5,1.3,9,6.4,91.93652949,27.18764472,21.85704081
752,2.5,0.5,1.3,9,6.4,93.67995665,31.87218942,21.85704081
753,2.8,0.5,1.3,9,6.4,95.89037664,34.7045729,21.85704081
754,2.2,0.5,1.3,10,6.4,103.8744418,25.42582968,24.75181749
755,2.5,0.5,1.3,10,6.4,102.039088,28.64408247,24.75181749
756,2.8,0.5,1.3,10,6.4,108.1184047,26.46246788,24.75181749
757,2.2,0.5,0.7,8,6.8,91.29134373,57.31052801,18.87903457
758,2.5,0.5,0.7,8,6.8,86.52411807,45.56774167,18.87903457
759,2.8,0.5,0.7,8,6.8,91.12410284,42.95953086,18.87903457
760,2.2,0.5,0.7,9,6.8,102.1515326,61.26686409,21.66282905
761,2.5,0.5,0.7,9,6.8,96.74229537,67.29331867,21.66282905
762,2.8,0.5,0.7,9,6.8,109.7590695,47.21527779,21.66282905
763,2.2,0.5,0.7,10,6.8,107.1439879,49.59266266,24.53549533
764,2.5,0.5,0.7,10,6.8,114.9549296,52.65843151,24.53549533
765,2.8,0.5,0.7,10,6.8,112.9623262,60.4010395,24.53549533
766,2.2,0.5,0.9,8,6.8,91.44497947,33.90548464,19.05126592
767,2.5,0.5,0.9,8,6.8,101.0657257,31.10563154,19.05126592
768,2.8,0.5,0.9,8,6.8,100.8729066,34.11704832,19.05126592
769,2.2,0.5,0.9,9,6.8,101.4842603,34.71061097,21.85704081
770,2.5,0.5,0.9,9,6.8,105.6287326,41.11975122,21.85704081
771,2.8,0.5,0.9,9,6.8,103.833448,40.42360665,21.85704081
772,2.2,0.5,0.9,10,6.8,112.9539573,49.56202763,24.75181749
773,2.5,0.5,0.9,10,6.8,109.5959607,50.1737579,24.75181749
774,2.8,0.5,0.9,10,6.8,108.1386348,48.86019393,24.75181749
775,2.2,0.5,1.1,8,6.8,97.16076462,32.7272044,19.22346413
776,2.5,0.5,1.1,8,6.8,96.59932132,33.45469245,19.22346413
777,2.8,0.5,1.1,8,6.8,87.44064112,37.46072701,19.22346413
778,2.2,0.5,1.1,9,6.8,99.29322707,34.5027374,22.0512079
779,2.5,0.5,1.1,9,6.8,101.4952854,40.30829869,22.0512079
780,2.8,0.5,1.1,9,6.8,102.7688915,42.67552903,22.0512079
781,2.2,0.5,1.1,10,6.8,107.2211711,35.65362527,24.96808152
782,2.5,0.5,1.1,10,6.8,104.7038625,36.94053169,24.96808152
783,2.8,0.5,1.1,10,6.8,106.3755838,39.283097,24.96808152
784,2.2,0.5,1.3,8,6.8,91.54563923,34.97824277,19.3956301
785,2.5,0.5,1.3,8,6.8,92.14346752,40.36147962,19.3956301
786,2.8,0.5,1.3,8,6.8,78.17970377,34.06467559,19.3956301
787,2.2,0.5,1.3,9,6.8,95.94296972,28.94035723,22.2453315
788,2.5,0.5,1.3,9,6.8,101.0828214,30.37515549,22.2453315
789,2.8,0.5,1.3,9,6.8,99.70405964,35.09299146,22.2453315
790,2.2,0.5,1.3,10,6.8,103.7834052,33.40706818,25.18428894
791,2.5,0.5,1.3,10,6.8,105.6456489,36.68748668,25.18428894
792,2.8,0.5,1.3,10,6.8,105.8473486,41.8823755,25.18428894
793,2.2,0.6,0.7,8,4.8,66.02362205,38.57720893,17.15467555
794,2.5,0.6,0.7,8,4.8,66.16007342,42.89006034,17.15467555
795,2.8,0.6,0.7,8,4.8,63.87164968,39.76074045,17.15467555
796,2.2,0.6,0.7,9,4.8,76.81521896,30.62406404,19.71795869
797,2.5,0.6,0.7,9,4.8,72.82199887,33.92439081,19.71795869
798,2.8,0.6,0.7,9,4.8,73.62595736,49.97762587,19.71795869
799,2.2,0.6,0.7,10,4.8,82.86346768,38.35763347,22.368697
800,2.5,0.6,0.7,10,4.8,82.26922419,46.87987639,22.368697
801,2.8,0.6,0.7,10,4.8,82.74991887,52.34242242,22.368697
802,2.2,0.6,0.9,8,4.8,67.03651447,31.33943974,17.32729571
803,2.5,0.6,0.9,8,4.8,66.44221357,29.40761586,17.32729571
804,2.8,0.6,0.9,8,4.8,67.56074381,34.22606498,17.32729571
805,2.2,0.6,0.9,9,4.8,73.03679052,38.81003223,19.91269334
806,2.5,0.6,0.9,9,4.8,76.09193279,38.14968398,19.91269334
807,2.8,0.6,0.9,9,4.8,72.70342318,37.34606417,19.91269334
808,2.2,0.6,0.9,10,4.8,79.01970771,32.40135156,22.58569814
809,2.5,0.6,0.9,10,4.8,79.90626898,35.1857674,22.58569814
810,2.8,0.6,0.9,10,4.8,77.98565999,40.03019853,22.58569814
811,2.2,0.6,1.1,8,4.8,58.65991636,19.83780681,17.49987165
812,2.5,0.6,1.1,8,4.8,58.26560983,21.03527926,17.49987165
813,2.8,0.6,1.1,8,4.8,60.32399812,22.63877477,17.49987165
814,2.2,0.6,1.1,9,4.8,71.82733507,30.01873382,20.10736863
815,2.5,0.6,1.1,9,4.8,74.04537261,29.71615115,20.10736863
816,2.8,0.6,1.1,9,4.8,69.91404357,27.4606258,20.10736863
817,2.2,0.6,1.1,10,4.8,74.12184151,20.53908607,22.80262232
818,2.5,0.6,1.1,10,4.8,72.41308706,24.21279008,22.80262232
819,2.8,0.6,1.1,10,4.8,72.84650966,21.55072885,22.80262232
820,2.2,0.6,1.3,8,4.8,66.93019351,21.72467037,17.67240468
821,2.5,0.6,1.3,8,4.8,68.33483997,24.56316456,17.67240468
822,2.8,0.6,1.3,8,4.8,69.7876814,25.26062988,17.67240468
823,2.2,0.6,1.3,9,4.8,67.4792806,17.8570169,20.30198629
824,2.5,0.6,1.3,9,4.8,64.90309277,19.02184353,20.30198629
825,2.8,0.6,1.3,9,4.8,64.53759728,19.50742033,20.30198629
826,2.2,0.6,1.3,10,4.8,66.94449349,17.81593885,23.01947179
827,2.5,0.6,1.3,10,4.8,64.81705397,20.76131294,23.01947179
828,2.8,0.6,1.3,10,4.8,65.1803476,21.84840363,23.01947179
829,2.2,0.6,0.7,8,5.2,69.94656696,27.64737335,17.49987165
830,2.5,0.6,0.7,8,5.2,68.64886939,32.45379672,17.49987165
831,2.8,0.6,0.7,8,5.2,68.83660376,39.79148094,17.49987165
832,2.2,0.6,0.7,9,5.2,88.25269958,34.13117639,20.10736863
833,2.5,0.6,0.7,9,5.2,86.67446459,37.05568019,20.10736863
834,2.8,0.6,0.7,9,5.2,84.69752035,45.98374747,20.10736863
835,2.2,0.6,0.7,10,5.2,88.29957857,32.76936768,22.80262232
836,2.5,0.6,0.7,10,5.2,88.14443886,36.93338087,22.80262232
837,2.8,0.6,0.7,10,5.2,87.43707604,39.77852446,22.80262232
838,2.2,0.6,0.9,8,5.2,71.19962085,28.51630644,17.67240468
839,2.5,0.6,0.9,8,5.2,71.2576049,31.36074172,17.67240468
840,2.8,0.6,0.9,8,5.2,68.92591063,39.77745336,17.67240468
841,2.2,0.6,0.9,9,5.2,81.71509982,29.40304731,20.30198629
842,2.5,0.6,0.9,9,5.2,83.83695219,34.62764087,20.30198629
843,2.8,0.6,0.9,9,5.2,77.76443017,34.95240772,20.30198629
844,2.2,0.6,0.9,10,5.2,87.94675323,31.23642581,23.01947179
845,2.5,0.6,0.9,10,5.2,88.46955691,34.20566643,23.01947179
846,2.8,0.6,0.9,10,5.2,80.55351888,36.09189112,23.01947179
847,2.2,0.6,1.1,8,5.2,67.77291764,19.51919936,17.84489606
848,2.5,0.6,1.1,8,5.2,63.8085944,21.89437974,17.84489606
849,2.8,0.6,1.1,8,5.2,66.80579061,22.69683884,17.84489606
850,2.2,0.6,1.1,9,5.2,79.33690933,24.29314152,20.496548
851,2.5,0.6,1.1,9,5.2,78.3647811,26.71735721,20.496548
852,2.8,0.6,1.1,9,5.2,81.79893331,30.21710968,20.496548
853,2.2,0.6,1.1,10,5.2,82.74286177,39.02626803,23.23624866
854,2.5,0.6,1.1,10,5.2,84.85149177,39.07351454,23.23624866
855,2.8,0.6,1.1,10,5.2,87.98983749,41.95176084,23.23624866
856,2.2,0.6,1.3,8,5.2,73.03371837,20.04884899,18.01734701
857,2.5,0.6,1.3,8,5.2,70.38945063,19.73329023,18.01734701
858,2.8,0.6,1.3,8,5.2,73.14161614,23.26397326,18.01734701
859,2.2,0.6,1.3,9,5.2,77.50040864,20.75880187,20.69105537
860,2.5,0.6,1.3,9,5.2,75.73060577,23.65478015,20.69105537
861,2.8,0.6,1.3,9,5.2,78.01396676,26.19153631,20.69105537
862,2.2,0.6,1.3,10,5.2,82.14262144,31.7800322,23.45295499
863,2.5,0.6,1.3,10,5.2,84.7049392,29.34439281,23.45295499
864,2.8,0.6,1.3,10,5.2,82.20759474,28.26293384,23.45295499
865,2.2,0.6,0.7,8,5.6,84.66803216,36.43071025,17.84489606
866,2.5,0.6,0.7,8,5.6,83.69482774,41.05226009,17.84489606
867,2.8,0.6,0.7,8,5.6,85.39238369,49.17646912,17.84489606
868,2.2,0.6,0.7,9,5.6,93.57028669,37.2305006,20.496548
869,2.5,0.6,0.7,9,5.6,92.8405756,43.36539846,20.496548
870,2.8,0.6,0.7,9,5.6,92.75901854,49.26597833,20.496548
871,2.2,0.6,0.7,10,5.6,103.2708666,53.06221685,23.23624866
872,2.5,0.6,0.7,10,5.6,100.2028988,52.78334299,23.23624866
873,2.8,0.6,0.7,10,5.6,97.57973775,41.1122325,23.23624866
874,2.2,0.6,0.9,8,5.6,76.98338088,22.35153017,18.01734701
875,2.5,0.6,0.9,8,5.6,76.30241366,24.4819669,18.01734701
876,2.8,0.6,0.9,8,5.6,77.0496937,31.44202256,18.01734701
877,2.2,0.6,0.9,9,5.6,85.51389806,30.04955952,20.69105537
878,2.5,0.6,0.9,9,5.6,87.51200699,34.48395995,20.69105537
879,2.8,0.6,0.9,9,5.6,87.62568174,39.09433061,20.69105537
880,2.2,0.6,0.9,10,5.6,100.4936317,52.44723016,23.45295499
881,2.5,0.6,0.9,10,5.6,97.37591392,43.92179687,23.45295499
882,2.8,0.6,0.9,10,5.6,99.21594266,45.12150543,23.45295499
883,2.2,0.6,1.1,8,5.6,83.13109407,26.37549968,18.1897587
884,2.5,0.6,1.1,8,5.6,81.43008429,25.86339599,18.1897587
885,2.8,0.6,1.1,8,5.6,82.9518131,28.00338889,18.1897587
886,2.2,0.6,1.1,9,5.6,82.82346119,21.04616242,20.88550993
887,2.5,0.6,1.1,9,5.6,82.95833256,26.60285935,20.88550993
888,2.8,0.6,1.1,9,5.6,81.77312217,30.84540352,20.88550993
889,2.2,0.6,1.1,10,5.6,90.87677502,33.77652861,23.66959277
890,2.5,0.6,1.1,10,5.6,93.25034639,35.47799361,23.66959277
891,2.8,0.6,1.1,10,5.6,95.1239228,38.03099941,23.66959277
892,2.2,0.6,1.3,8,5.6,83.18884899,35.552768,18.36213224
893,2.5,0.6,1.3,8,5.6,81.37939349,34.13246655,18.36213224
894,2.8,0.6,1.3,8,5.6,79.51772706,30.5977003,18.36213224
895,2.2,0.6,1.3,9,5.6,88.1714624,26.94195758,21.07991317
896,2.5,0.6,1.3,9,5.6,85.75072304,26.16482074,21.07991317
897,2.8,0.6,1.3,9,5.6,87.79273363,26.05595897,21.07991317
898,2.2,0.6,1.3,10,5.6,89.13373267,27.1206125,23.8861639
899,2.5,0.6,1.3,10,5.6,85.15184797,27.1923243,23.8861639
900,2.8,0.6,1.3,10,5.6,85.46406675,25.42146143,23.8861639
901,2.2,0.6,0.7,8,6,82.54254761,29.48913489,18.1897587
902,2.5,0.6,0.7,8,6,82.86746089,31.83186872,18.1897587
903,2.8,0.6,0.7,8,6,81.69003631,41.44275544,18.1897587
904,2.2,0.6,0.7,9,6,97.11228808,39.28399724,20.88550993
905,2.5,0.6,0.7,9,6,98.41281176,43.57314652,20.88550993
906,2.8,0.6,0.7,9,6,99.63215211,51.41933557,20.88550993
907,2.2,0.6,0.7,10,6,115.4936092,46.93694508,23.66959277
908,2.5,0.6,0.7,10,6,114.6682303,50.08814494,23.66959277
909,2.8,0.6,0.7,10,6,113.954279,46.21506788,23.66959277
910,2.2,0.6,0.9,8,6,85.23382534,28.91422781,18.36213224
911,2.5,0.6,0.9,8,6,85.73796607,38.39035123,18.36213224
912,2.8,0.6,0.9,8,6,87.95804582,37.8432669,18.36213224
913,2.2,0.6,0.9,9,6,97.20464176,25.59414311,21.07991317
914,2.5,0.6,0.9,9,6,98.17939084,31.07269485,21.07991317
915,2.8,0.6,0.9,9,6,97.15089532,32.06006754,21.07991317
916,2.2,0.6,0.9,10,6,102.2788798,37.99608335,23.8861639
917,2.5,0.6,0.9,10,6,104.9336351,39.51153108,23.8861639
918,2.8,0.6,0.9,10,6,103.5295628,37.82289163,23.8861639
919,2.2,0.6,1.1,8,6,83.56129976,24.53443657,18.53446871
920,2.5,0.6,1.1,8,6,84.51256713,26.91948748,18.53446871
921,2.8,0.6,1.1,8,6,84.60183265,25.99944009,18.53446871
922,2.2,0.6,1.1,9,6,96.58914579,30.387037,21.27426653
923,2.5,0.6,1.1,9,6,90.90224007,27.8973245,21.27426653
924,2.8,0.6,1.1,9,6,92.0046417,28.26018723,21.27426653
925,2.2,0.6,1.1,10,6,97.7959358,31.92357747,24.1026702
926,2.5,0.6,1.1,10,6,98.75377278,25.99370086,24.1026702
927,2.8,0.6,1.1,10,6,95.74551618,26.33434029,24.1026702
928,2.2,0.6,1.3,8,6,79.99112063,15.0216522,18.70676915
929,2.5,0.6,1.3,8,6,81.46361246,18.10321297,18.70676915
930,2.8,0.6,1.3,8,6,84.85457866,24.09786425,18.70676915
931,2.2,0.6,1.3,9,6,103.5999723,41.68386853,21.46857138
932,2.5,0.6,1.3,9,6,102.9640073,41.09559485,21.46857138
933,2.8,0.6,1.3,9,6,103.1151886,40.70902279,21.46857138
934,2.2,0.6,1.3,10,6,93.60820959,23.69751004,24.31911344
935,2.5,0.6,1.3,10,6,95.30754238,18.16631125,24.31911344
936,2.8,0.6,1.3,10,6,94.63366965,22.25234926,24.31911344
937,2.2,0.6,0.7,8,6.4,90.98686364,32.28173879,18.53446871
938,2.5,0.6,0.7,8,6.4,88.90014749,33.14211613,18.53446871
939,2.8,0.6,0.7,8,6.4,85.39053304,39.08993215,18.53446871
940,2.2,0.6,0.7,9,6.4,100.8231633,37.38777293,21.27426653
941,2.5,0.6,0.7,9,6.4,100.3981516,42.49840257,21.27426653
942,2.8,0.6,0.7,9,6.4,100.9939202,51.84680602,21.27426653
943,2.2,0.6,0.7,10,6.4,108.6107235,42.07401965,24.1026702
944,2.5,0.6,0.7,10,6.4,109.3785105,44.71474012,24.1026702
945,2.8,0.6,0.7,10,6.4,108.3134537,48.49615857,24.1026702
946,2.2,0.6,0.9,8,6.4,91.72007097,33.08527521,18.70676915
947,2.5,0.6,0.9,8,6.4,93.74189253,36.57310269,18.70676915
948,2.8,0.6,0.9,8,6.4,91.34727919,41.40623873,18.70676915
949,2.2,0.6,0.9,9,6.4,97.34203274,33.25183029,21.46857138
950,2.5,0.6,0.9,9,6.4,101.3021168,33.97707698,21.46857138
951,2.8,0.6,0.9,9,6.4,103.5435152,41.31251487,21.46857138
952,2.2,0.6,0.9,10,6.4,102.6644634,39.49644324,24.31911344
953,2.5,0.6,0.9,10,6.4,108.9935001,45.05823394,24.31911344
954,2.8,0.6,0.9,10,6.4,106.9536279,50.0578355,24.31911344
955,2.2,0.6,1.1,8,6.4,85.73583631,27.67392292,18.87903457
956,2.5,0.6,1.1,8,6.4,84.1823119,30.32046375,18.87903457
957,2.8,0.6,1.1,8,6.4,84.7400613,28.88715225,18.87903457
958,2.2,0.6,1.1,9,6.4,95.16412741,25.45952735,21.66282905
959,2.5,0.6,1.1,9,6.4,93.37874437,28.82126101,21.66282905
960,2.8,0.6,1.1,9,6.4,93.93449998,30.84173023,21.66282905
961,2.2,0.6,1.1,10,6.4,103.0467689,23.20305333,24.53549533
962,2.5,0.6,1.1,10,6.4,104.7061714,26.46201888,24.53549533
963,2.8,0.6,1.1,10,6.4,104.9973484,35.56548594,24.53549533
964,2.2,0.6,1.3,8,6.4,85.79466904,14.36283286,19.05126592
965,2.5,0.6,1.3,8,6.4,83.90181368,15.9727099,19.05126592
966,2.8,0.6,1.3,8,6.4,88.2078986,24.09800358,19.05126592
967,2.2,0.6,1.3,9,6.4,87.40539737,29.49466091,21.85704081
968,2.5,0.6,1.3,9,6.4,85.7677272,22.01758182,21.85704081
969,2.8,0.6,1.3,9,6.4,89.18299885,24.94901242,21.85704081
970,2.2,0.6,1.3,10,6.4,103.2403643,34.0380353,24.75181749
971,2.5,0.6,1.3,10,6.4,104.0698185,35.58500307,24.75181749
972,2.8,0.6,1.3,10,6.4,105.2537375,37.93057502,24.75181749
973,2.2,0.6,0.7,8,6.8,100.2096086,36.83873925,18.87903457
974,2.5,0.6,0.7,8,6.8,98.00535354,40.70704208,18.87903457
975,2.8,0.6,0.7,8,6.8,94.88570207,42.89969705,18.87903457
976,2.2,0.6,0.7,9,6.8,108.8068112,41.14199347,21.66282905
977,2.5,0.6,0.7,9,6.8,109.0766382,48.51335177,21.66282905
978,2.8,0.6,0.7,9,6.8,108.8706847,55.29089774,21.66282905
979,2.2,0.6,0.7,10,6.8,133.135937,45.1899624,24.53549533
980,2.5,0.6,0.7,10,6.8,133.5195542,53.01250867,24.53549533
981,2.8,0.6,0.7,10,6.8,129.5435845,61.14592989,24.53549533
982,2.2,0.6,0.9,8,6.8,91.62288308,25.06153671,19.05126592
983,2.5,0.6,0.9,8,6.8,92.41870392,25.25944888,19.05126592
984,2.8,0.6,0.9,8,6.8,92.75072377,32.42126243,19.05126592
985,2.2,0.6,0.9,9,6.8,109.00573,40.10801859,21.85704081
986,2.5,0.6,0.9,9,6.8,113.2043818,52.08781883,21.85704081
987,2.8,0.6,0.9,9,6.8,114.5358627,49.37242819,21.85704081
988,2.2,0.6,0.9,10,6.8,127.0543858,53.53777472,24.75181749
989,2.5,0.6,0.9,10,6.8,128.5141569,55.97765672,24.75181749
990,2.8,0.6,0.9,10,6.8,123.6543246,57.4426452,24.75181749
991,2.2,0.6,1.1,8,6.8,99.01693068,22.68372762,19.22346413
992,2.5,0.6,1.1,8,6.8,95.06134048,22.7723711,19.22346413
993,2.8,0.6,1.1,8,6.8,100.2570764,22.84572015,19.22346413
994,2.2,0.6,1.1,9,6.8,96.60069188,30.13654931,22.0512079
995,2.5,0.6,1.1,9,6.8,96.61004655,28.71706181,22.0512079
996,2.8,0.6,1.1,9,6.8,93.35235979,30.6988168,22.0512079
997,2.2,0.6,1.1,10,6.8,121.8658194,29.64075997,24.96808152
998,2.5,0.6,1.1,10,6.8,120.799496,34.27332741,24.96808152
999,2.8,0.6,1.1,10,6.8,120.9305813,38.80351233,24.96808152
1000,2.2,0.6,1.3,8,6.8,98.44497383,39.67143772,19.3956301
1001,2.5,0.6,1.3,8,6.8,97.36464039,19.10703262,19.3956301
1002,2.8,0.6,1.3,8,6.8,94.48121182,24.61031486,19.3956301
1003,2.2,0.6,1.3,9,6.8,101.0838708,37.6499378,22.2453315
1004,2.5,0.6,1.3,9,6.8,96.65434006,30.59104389,22.2453315
1005,2.8,0.6,1.3,9,6.8,93.17281697,26.07634897,22.2453315
1006,2.2,0.6,1.3,10,6.8,118.7413933,35.58241579,25.18428894
1007,2.5,0.6,1.3,10,6.8,118.6368224,34.70842933,25.18428894
1008,2.8,0.6,1.3,10,6.8,118.5421636,32.37037728,25.18428894
1009,2.2,0.7,0.7,8,4.8,68.69018317,39.60372648,17.15467555
1010,2.5,0.7,0.7,8,4.8,69.02164514,40.21033837,17.15467555
1011,2.8,0.7,0.7,8,4.8,68.2032249,38.54462248,17.15467555
1012,2.2,0.7,0.7,9,4.8,75.02092272,46.45760816,19.71795869
1013,2.5,0.7,0.7,9,4.8,76.61179363,46.43797315,19.71795869
1014,2.8,0.7,0.7,9,4.8,71.3859201,41.14206358,19.71795869
1015,2.2,0.7,0.7,10,4.8,78.38832997,58.67697872,22.368697
1016,2.5,0.7,0.7,10,4.8,81.22951744,60.03817941,22.368697
1017,2.8,0.7,0.7,10,4.8,80.43090136,59.26466865,22.368697
1018,2.2,0.7,0.9,8,4.8,66.28905678,34.67985827,17.32729571
1019,2.5,0.7,0.9,8,4.8,67.21115941,30.68942391,17.32729571
1020,2.8,0.7,0.9,8,4.8,62.44785233,27.37205433,17.32729571
1021,2.2,0.7,0.9,9,4.8,71.05619056,38.6819615,19.91269334
1022,2.5,0.7,0.9,9,4.8,72.71027309,40.69532746,19.91269334
1023,2.8,0.7,0.9,9,4.8,71.90192233,37.3993898,19.91269334
1024,2.2,0.7,0.9,10,4.8,76.5960193,32.95296618,22.58569814
1025,2.5,0.7,0.9,10,4.8,76.12095378,32.0897186,22.58569814
1026,2.8,0.7,0.9,10,4.8,75.79985884,32.9266457,22.58569814
1027,2.2,0.7,1.1,8,4.8,63.5468491,26.04593634,17.49987165
1028,2.5,0.7,1.1,8,4.8,66.92208234,35.89474658,17.49987165
1029,2.8,0.7,1.1,8,4.8,67.41878131,30.15166176,17.49987165
1030,2.2,0.7,1.1,9,4.8,67.85851579,37.19721185,20.10736863
1031,2.5,0.7,1.1,9,4.8,70.51539041,40.11260325,20.10736863
1032,2.8,0.7,1.1,9,4.8,69.70968684,35.04496283,20.10736863
1033,2.2,0.7,1.1,10,4.8,76.41512343,28.36981121,22.80262232
1034,2.5,0.7,1.1,10,4.8,75.59932945,31.89218961,22.80262232
1035,2.8,0.7,1.1,10,4.8,77.00275699,32.69017088,22.80262232
1036,2.2,0.7,1.3,8,4.8,69.28408663,24.56194018,17.67240468
1037,2.5,0.7,1.3,8,4.8,67.52966302,24.34855385,17.67240468
1038,2.8,0.7,1.3,8,4.8,66.70119058,26.51453819,17.67240468
1039,2.2,0.7,1.3,9,4.8,74.86216059,35.73108924,20.30198629
1040,2.5,0.7,1.3,9,4.8,72.51074959,40.25719197,20.30198629
1041,2.8,0.7,1.3,9,4.8,76.78152167,41.01025467,20.30198629
1042,2.2,0.7,1.3,10,4.8,78.07783815,27.3251396,23.01947179
1043,2.5,0.7,1.3,10,4.8,75.8078895,28.07905131,23.01947179
1044,2.8,0.7,1.3,10,4.8,74.56491131,24.1152398,23.01947179
1045,2.2,0.7,0.7,8,5.2,82.60173661,48.7658691,17.49987165
1046,2.5,0.7,0.7,8,5.2,81.7089456,50.3903176,17.49987165
1047,2.8,0.7,0.7,8,5.2,80.57405478,49.41671191,17.49987165
1048,2.2,0.7,0.7,9,5.2,83.51162753,63.09624685,20.10736863
1049,2.5,0.7,0.7,9,5.2,84.41826007,64.4866646,20.10736863
1050,2.8,0.7,0.7,9,5.2,81.06062051,64.58530013,20.10736863
1051,2.2,0.7,0.7,10,5.2,92.47562218,55.7659909,22.80262232
1052,2.5,0.7,0.7,10,5.2,94.53538333,54.07946798,22.80262232
1053,2.8,0.7,0.7,10,5.2,91.88748986,62.38526676,22.80262232
1054,2.2,0.7,0.9,8,5.2,74.35046749,34.64690176,17.67240468
1055,2.5,0.7,0.9,8,5.2,69.9462019,29.73882471,17.67240468
1056,2.8,0.7,0.9,8,5.2,69.92271813,29.23453225,17.67240468
1057,2.2,0.7,0.9,9,5.2,84.51806478,52.05652375,20.30198629
1058,2.5,0.7,0.9,9,5.2,83.10029496,49.41190905,20.30198629
1059,2.8,0.7,0.9,9,5.2,84.00222665,54.75635363,20.30198629
1060,2.2,0.7,0.9,10,5.2,85.09110812,32.92742828,23.01947179
1061,2.5,0.7,0.9,10,5.2,86.54733651,33.62033128,23.01947179
1062,2.8,0.7,0.9,10,5.2,84.74707422,33.31483235,23.01947179
